"BOSTON CITY WEATHER SERVICE OFFICE, MA US (USW00094701)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1911-12-04,,34,20,0.00,0.0,0.0
1911-12-05,,34,15,0.00,0.0,0.0
1911-12-06,,48,34,0.00,0.0,0.0
1911-12-07,,57,36,0.00,0.0,0.0
1911-12-08,,50,40,0.00,0.0,0.0
1911-12-09,,50,40,0.03,0.0,0.0
1911-12-10,,61,44,0.00,0.0,0.0
1911-12-11,,68,46,0.00,0.0,0.0
1911-12-12,,68,54,0.00,0.0,0.0
1911-12-13,,61,37,0.00,0.0,0.0
1911-12-14,,44,34,0.00,0.0,0.0
1911-12-15,,41,33,0.42,0.5,0.0
1911-12-16,,44,35,0.46,0.0,0.0
1911-12-17,,44,37,0.05,0.0,0.0
1911-12-18,,39,30,0.00,0.0,0.0
1911-12-19,,36,25,0.00,0.0,0.0
1911-12-20,,39,22,0.00,0.0,0.0
1911-12-21,,37,28,0.00,0.0,0.0
1911-12-22,,47,34,0.31,0.0,0.0
1911-12-23,,55,40,1.18,0.0,0.0
1911-12-24,,44,37,0.00,0.0,0.0
1911-12-25,,48,34,0.00,0.0,0.0
1911-12-26,,46,35,0.00,0.0,0.0
1911-12-27,,46,37,0.10,0.0,0.0
1911-12-28,,37,26,0.00,0.0,0.0
1911-12-29,,34,25,0.00,0.0,0.0
1911-12-30,,35,21,0.00,0.0,0.0
1911-12-31,,40,22,0.52,3.2,2.0
1912-01-01,,38,24,0.00,0.0,1.0
1912-01-02,,40,25,0.00,0.0,1.0
1912-01-03,,40,27,0.00,0.0,0.0
1912-01-04,,27,21,0.00,0.0,0.0
1912-01-05,,25,12,0.10,1.6,2.0
1912-01-06,,13,3,0.00,0.0,2.0
1912-01-07,,12,-1,0.00,0.0,1.0
1912-01-08,,35,8,0.27,0.4,2.0
1912-01-09,,46,13,0.57,2.3,0.0
1912-01-10,,18,10,0.00,0.0,0.0
1912-01-11,,19,9,0.00,0.0,0.0
1912-01-12,,12,3,0.18,3.0,3.0
1912-01-13,,11,-5,0.00,0.2,3.0
1912-01-14,,25,-1,0.00,0.0,3.0
1912-01-15,,35,22,1.03,3.0,4.0
1912-01-16,,27,13,0.00,0.0,4.0
1912-01-17,,28,10,0.06,0.0,4.0
1912-01-18,,44,27,0.03,1.4,3.0
1912-01-19,,53,26,0.15,0.0,0.0
1912-01-20,,26,17,0.00,0.0,0.0
1912-01-21,,34,21,0.00,0.0,0.0
1912-01-22,,36,24,0.01,0.0,0.0
1912-01-23,,46,31,0.00,0.1,0.0
1912-01-24,,34,14,0.00,0.0,0.0
1912-01-25,,19,8,0.00,0.0,0.0
1912-01-26,,16,5,0.00,0.0,0.0
1912-01-27,,18,6,0.02,0.4,0.0
1912-01-28,,20,5,0.00,0.0,0.0
1912-01-29,,30,16,0.30,2.8,3.0
1912-01-30,,30,19,0.07,1.4,4.0
1912-01-31,,32,25,0.08,1.2,5.0
1912-02-01,,31,19,0.00,0.0,5.0
1912-02-02,,36,20,0.00,0.0,4.0
1912-02-03,,30,15,0.00,0.0,4.0
1912-02-04,,20,13,0.00,0.0,4.0
1912-02-05,,31,12,0.00,0.0,3.0
1912-02-06,,32,21,0.00,0.0,3.0
1912-02-07,,34,18,0.00,0.0,3.0
1912-02-08,,34,17,0.00,0.0,2.0
1912-02-09,,24,11,0.00,0.0,2.0
1912-02-10,,12,-1,0.00,0.0,2.0
1912-02-11,,20,0,0.00,0.0,2.0
1912-02-12,,28,8,0.00,0.0,2.0
1912-02-13,,31,14,0.00,0.0,2.0
1912-02-14,,33,12,0.00,0.0,2.0
1912-02-15,,36,23,0.00,0.0,2.0
1912-02-16,,34,26,0.01,0.1,1.0
1912-02-17,,38,24,0.00,0.0,1.0
1912-02-18,,40,28,0.00,0.0,0.0
1912-02-19,,40,31,0.00,0.0,0.0
1912-02-20,,52,34,0.14,0.0,0.0
1912-02-21,,51,28,0.73,0.0,0.0
1912-02-22,,57,24,0.28,0.1,0.0
1912-02-23,,34,21,0.00,0.0,0.0
1912-02-24,,51,31,0.00,0.0,0.0
1912-02-25,,44,36,0.00,0.0,0.0
1912-02-26,,37,31,0.26,0.0,0.0
1912-02-27,,42,27,0.96,0.0,0.0
1912-02-28,,37,24,0.00,0.0,0.0
1912-02-29,,32,20,0.00,0.0,0.0
1912-03-01,,31,18,0.00,0.0,0.0
1912-03-02,,27,14,0.00,0.0,0.0
1912-03-03,,28,12,0.00,0.0,0.0
1912-03-04,,24,11,0.01,0.0,0.0
1912-03-05,,25,19,0.01,0.2,0.0
1912-03-06,,30,15,0.03,0.0,0.0
1912-03-07,,36,28,0.04,0.8,0.0
1912-03-08,,47,33,0.02,0.0,0.0
1912-03-09,,49,33,0.00,0.0,0.0
1912-03-10,,38,23,0.00,0.0,0.0
1912-03-11,,41,22,0.00,0.0,0.0
1912-03-12,,41,32,0.22,0.0,0.0
1912-03-13,,54,37,0.92,0.0,0.0
1912-03-14,,52,34,0.00,0.0,0.0
1912-03-15,,62,35,0.64,0.0,0.0
1912-03-16,,56,38,0.00,0.0,0.0
1912-03-17,,55,34,0.00,0.0,0.0
1912-03-18,,62,38,0.00,0.0,0.0
1912-03-19,,59,37,0.00,0.0,0.0
1912-03-20,,57,23,0.16,0.0,0.0
1912-03-21,,25,19,0.36,3.8,4.0
1912-03-22,,35,20,0.00,0.3,1.0
1912-03-23,,41,22,0.00,0.0,1.0
1912-03-24,,37,31,0.78,3.3,1.0
1912-03-25,,38,21,0.06,0.7,1.0
1912-03-26,,38,19,0.00,0.0,1.0
1912-03-27,,53,36,0.00,0.0,0.0
1912-03-28,,60,41,0.00,0.0,0.0
1912-03-29,,61,40,0.93,0.0,0.0
1912-03-30,,53,34,0.00,0.0,0.0
1912-03-31,,64,36,0.00,0.0,0.0
1912-04-01,,52,36,0.01,0.0,0.0
1912-04-02,,39,36,0.67,0.0,0.0
1912-04-03,,45,29,0.04,0.3,0.0
1912-04-04,,44,27,0.00,0.0,0.0
1912-04-05,,69,35,0.08,0.2,0.0
1912-04-06,,71,39,0.00,0.0,0.0
1912-04-07,,72,36,0.37,0.0,0.0
1912-04-08,,42,30,0.04,0.0,0.0
1912-04-09,,40,28,0.05,0.0,0.0
1912-04-10,,46,34,0.00,0.0,0.0
1912-04-11,,54,35,0.00,0.0,0.0
1912-04-12,,59,38,0.04,0.0,0.0
1912-04-13,,49,41,0.00,0.0,0.0
1912-04-14,,41,40,0.19,0.0,0.0
1912-04-15,,56,40,0.01,0.0,0.0
1912-04-16,,77,56,0.08,0.0,0.0
1912-04-17,,61,46,0.21,0.0,0.0
1912-04-18,,47,38,0.40,0.0,0.0
1912-04-19,,51,37,0.11,0.0,0.0
1912-04-20,,60,41,0.00,0.0,0.0
1912-04-21,,72,42,0.00,0.0,0.0
1912-04-22,,63,43,0.24,0.0,0.0
1912-04-23,,55,43,0.06,0.0,0.0
1912-04-24,,59,40,0.03,0.0,0.0
1912-04-25,,62,44,0.00,0.0,0.0
1912-04-26,,67,47,0.00,0.0,0.0
1912-04-27,,65,52,0.10,0.0,0.0
1912-04-28,,56,38,0.00,0.0,0.0
1912-04-29,,51,38,0.34,0.0,0.0
1912-04-30,,50,37,0.00,0.0,0.0
1912-05-01,,73,42,0.00,0.0,0.0
1912-05-02,,60,48,0.00,0.0,0.0
1912-05-03,,62,47,0.00,0.0,0.0
1912-05-04,,58,45,0.00,0.0,0.0
1912-05-05,,58,42,0.00,0.0,0.0
1912-05-06,,49,44,0.44,0.0,0.0
1912-05-07,,53,43,0.00,0.0,0.0
1912-05-08,,47,43,0.62,0.0,0.0
1912-05-09,,66,46,0.16,0.0,0.0
1912-05-10,,68,49,0.29,0.0,0.0
1912-05-11,,76,52,0.00,0.0,0.0
1912-05-12,,71,54,0.03,0.0,0.0
1912-05-13,,70,55,0.10,0.0,0.0
1912-05-14,,69,44,0.00,0.0,0.0
1912-05-15,,65,51,0.00,0.0,0.0
1912-05-16,,57,48,0.72,0.0,0.0
1912-05-17,,75,53,0.00,0.0,0.0
1912-05-18,,77,55,0.00,0.0,0.0
1912-05-19,,80,57,0.00,0.0,0.0
1912-05-20,,57,47,0.00,0.0,0.0
1912-05-21,,55,44,0.31,0.0,0.0
1912-05-22,,59,49,0.00,0.0,0.0
1912-05-23,,74,50,0.00,0.0,0.0
1912-05-24,,86,62,0.19,0.0,0.0
1912-05-25,,68,57,0.00,0.0,0.0
1912-05-26,,72,56,0.48,0.0,0.0
1912-05-27,,82,56,0.00,0.0,0.0
1912-05-28,,82,60,0.00,0.0,0.0
1912-05-29,,76,66,0.00,0.0,0.0
1912-05-30,,68,51,0.15,0.0,0.0
1912-05-31,,56,51,0.55,0.0,0.0
1912-06-01,,80,52,0.00,0.0,0.0
1912-06-02,,92,63,0.00,0.0,0.0
1912-06-03,,84,69,0.00,0.0,0.0
1912-06-04,,86,64,0.00,0.0,0.0
1912-06-05,,74,60,0.00,0.0,0.0
1912-06-06,,72,56,0.24,0.0,0.0
1912-06-07,,70,48,0.00,0.0,0.0
1912-06-08,,69,45,0.00,0.0,0.0
1912-06-09,,70,50,0.00,0.0,0.0
1912-06-10,,75,47,0.00,0.0,0.0
1912-06-11,,76,56,0.00,0.0,0.0
1912-06-12,,82,65,0.00,0.0,0.0
1912-06-13,,68,50,0.00,0.0,0.0
1912-06-14,,60,47,0.00,0.0,0.0
1912-06-15,,62,50,0.00,0.0,0.0
1912-06-16,,68,55,0.02,0.0,0.0
1912-06-17,,87,64,0.00,0.0,0.0
1912-06-18,,78,59,0.00,0.0,0.0
1912-06-19,,75,56,0.00,0.0,0.0
1912-06-20,,81,58,0.00,0.0,0.0
1912-06-21,,83,63,0.00,0.0,0.0
1912-06-22,,76,64,0.00,0.0,0.0
1912-06-23,,86,61,0.00,0.0,0.0
1912-06-24,,90,64,0.00,0.0,0.0
1912-06-25,,88,70,0.00,0.0,0.0
1912-06-26,,88,69,0.01,0.0,0.0
1912-06-27,,69,59,0.00,0.0,0.0
1912-06-28,,86,57,0.00,0.0,0.0
1912-06-29,,90,68,0.00,0.0,0.0
1912-06-30,,72,54,0.00,0.0,0.0
1912-07-01,,71,56,0.00,0.0,0.0
1912-07-02,,85,61,0.00,0.0,0.0
1912-07-03,,92,65,0.00,0.0,0.0
1912-07-04,,94,67,0.00,0.0,0.0
1912-07-05,,91,68,0.00,0.0,0.0
1912-07-06,,90,68,0.00,0.0,0.0
1912-07-07,,93,70,0.00,0.0,0.0
1912-07-08,,94,72,0.00,0.0,0.0
1912-07-09,,99,78,0.00,0.0,0.0
1912-07-10,,97,76,0.02,0.0,0.0
1912-07-11,,90,70,1.14,0.0,0.0
1912-07-12,,72,64,0.00,0.0,0.0
1912-07-13,,81,63,0.00,0.0,0.0
1912-07-14,,81,68,0.00,0.0,0.0
1912-07-15,,85,71,0.00,0.0,0.0
1912-07-16,,92,69,0.00,0.0,0.0
1912-07-17,,70,64,0.00,0.0,0.0
1912-07-18,,70,63,2.52,0.0,0.0
1912-07-19,,79,62,0.00,0.0,0.0
1912-07-20,,79,57,0.00,0.0,0.0
1912-07-21,,70,61,1.03,0.0,0.0
1912-07-22,,79,62,0.00,0.0,0.0
1912-07-23,,73,57,0.00,0.0,0.0
1912-07-24,,79,57,0.00,0.0,0.0
1912-07-25,,75,58,0.00,0.0,0.0
1912-07-26,,79,62,0.00,0.0,0.0
1912-07-27,,78,63,0.00,0.0,0.0
1912-07-28,,84,58,0.00,0.0,0.0
1912-07-29,,78,67,0.45,0.0,0.0
1912-07-30,,70,61,0.00,0.0,0.0
1912-07-31,,72,61,0.00,0.0,0.0
1912-08-01,,71,60,0.08,0.0,0.0
1912-08-02,,76,61,0.00,0.0,0.0
1912-08-03,,73,60,0.12,0.0,0.0
1912-08-04,,76,57,0.00,0.0,0.0
1912-08-05,,76,57,0.00,0.0,0.0
1912-08-06,,75,58,0.00,0.0,0.0
1912-08-07,,72,60,0.00,0.0,0.0
1912-08-08,,81,66,0.00,0.0,0.0
1912-08-09,,80,63,0.00,0.0,0.0
1912-08-10,,82,66,0.00,0.0,0.0
1912-08-11,,80,72,0.66,0.0,0.0
1912-08-12,,87,71,0.00,0.0,0.0
1912-08-13,,88,72,0.00,0.0,0.0
1912-08-14,,87,72,0.02,0.0,0.0
1912-08-15,,87,65,0.21,0.0,0.0
1912-08-16,,69,58,0.00,0.0,0.0
1912-08-17,,75,54,0.00,0.0,0.0
1912-08-18,,63,58,0.45,0.0,0.0
1912-08-19,,70,56,0.00,0.0,0.0
1912-08-20,,68,63,0.34,0.0,0.0
1912-08-21,,73,62,0.00,0.0,0.0
1912-08-22,,84,65,0.00,0.0,0.0
1912-08-23,,84,65,0.06,0.0,0.0
1912-08-24,,76,62,0.00,0.0,0.0
1912-08-25,,90,66,0.00,0.0,0.0
1912-08-26,,76,60,0.00,0.0,0.0
1912-08-27,,82,58,0.00,0.0,0.0
1912-08-28,,74,53,0.00,0.0,0.0
1912-08-29,,74,55,0.00,0.0,0.0
1912-08-30,,67,49,0.00,0.0,0.0
1912-08-31,,64,49,0.00,0.0,0.0
1912-09-01,,68,53,0.43,0.0,0.0
1912-09-02,,62,54,0.08,0.0,0.0
1912-09-03,,67,59,0.00,0.0,0.0
1912-09-04,,74,62,0.01,0.0,0.0
1912-09-05,,83,65,0.00,0.0,0.0
1912-09-06,,75,68,0.07,0.0,0.0
1912-09-07,,78,63,0.00,0.0,0.0
1912-09-08,,85,66,0.00,0.0,0.0
1912-09-09,,80,62,0.00,0.0,0.0
1912-09-10,,78,59,0.00,0.0,0.0
1912-09-11,,90,60,0.21,0.0,0.0
1912-09-12,,68,53,0.00,0.0,0.0
1912-09-13,,70,56,0.00,0.0,0.0
1912-09-14,,76,61,0.00,0.0,0.0
1912-09-15,,84,68,0.03,0.0,0.0
1912-09-16,,73,54,0.77,0.0,0.0
1912-09-17,,74,50,0.00,0.0,0.0
1912-09-18,,76,60,0.00,0.0,0.0
1912-09-19,,84,66,0.02,0.0,0.0
1912-09-20,,70,51,0.00,0.0,0.0
1912-09-21,,56,47,0.00,0.0,0.0
1912-09-22,,60,48,0.00,0.0,0.0
1912-09-23,,62,49,0.00,0.0,0.0
1912-09-24,,62,56,0.00,0.0,0.0
1912-09-25,,63,53,0.00,0.0,0.0
1912-09-26,,68,47,0.00,0.0,0.0
1912-09-27,,66,53,0.00,0.0,0.0
1912-09-28,,67,48,0.00,0.0,0.0
1912-09-29,,63,48,0.05,0.0,0.0
1912-09-30,,59,40,0.00,0.0,0.0
1912-10-01,,62,45,0.00,0.0,0.0
1912-10-02,,57,40,0.00,0.0,0.0
1912-10-03,,72,48,0.00,0.0,0.0
1912-10-04,,77,60,0.00,0.0,0.0
1912-10-05,,78,57,0.00,0.0,0.0
1912-10-06,,82,55,0.00,0.0,0.0
1912-10-07,,86,56,0.00,0.0,0.0
1912-10-08,,60,47,0.00,0.0,0.0
1912-10-09,,65,46,0.00,0.0,0.0
1912-10-10,,69,57,0.02,0.0,0.0
1912-10-11,,58,54,0.04,0.0,0.0
1912-10-12,,69,54,0.00,0.0,0.0
1912-10-13,,68,55,0.00,0.0,0.0
1912-10-14,,61,51,0.00,0.0,0.0
1912-10-15,,64,42,0.00,0.0,0.0
1912-10-16,,57,36,0.00,0.0,0.0
1912-10-17,,73,42,0.00,0.0,0.0
1912-10-18,,75,50,0.00,0.0,0.0
1912-10-19,,71,54,0.02,0.0,0.0
1912-10-20,,63,49,0.00,0.0,0.0
1912-10-21,,56,44,0.00,0.0,0.0
1912-10-22,,59,48,0.00,0.0,0.0
1912-10-23,,71,55,0.52,0.0,0.0
1912-10-24,,67,55,0.10,0.0,0.0
1912-10-25,,59,52,0.23,0.0,0.0
1912-10-26,,63,51,0.07,0.0,0.0
1912-10-27,,63,44,0.00,0.0,0.0
1912-10-28,,58,41,0.00,0.0,0.0
1912-10-29,,51,37,0.00,0.0,0.0
1912-10-30,,72,48,0.00,0.0,0.0
1912-10-31,,58,45,0.00,0.0,0.0
1912-11-01,,65,44,0.62,0.0,0.0
1912-11-02,,52,33,0.00,0.0,0.0
1912-11-03,,39,30,0.00,0.0,0.0
1912-11-04,,53,29,0.00,0.0,0.0
1912-11-05,,65,47,0.00,0.0,0.0
1912-11-06,,69,50,0.00,0.0,0.0
1912-11-07,,70,60,0.76,0.0,0.0
1912-11-08,,67,43,0.30,0.0,0.0
1912-11-09,,54,40,0.00,0.0,0.0
1912-11-10,,48,35,0.00,0.0,0.0
1912-11-11,,62,40,0.00,0.0,0.0
1912-11-12,,70,48,0.00,0.0,0.0
1912-11-13,,52,44,0.08,0.0,0.0
1912-11-14,,47,38,0.41,0.0,0.0
1912-11-15,,51,36,0.00,0.0,0.0
1912-11-16,,40,33,0.00,0.0,0.0
1912-11-17,,43,30,0.00,0.0,0.0
1912-11-18,,39,31,0.00,0.0,0.0
1912-11-19,,47,26,0.00,0.0,0.0
1912-11-20,,58,40,0.00,0.0,0.0
1912-11-21,,68,45,0.00,0.0,0.0
1912-11-22,,62,51,0.00,0.0,0.0
1912-11-23,,52,42,0.00,0.0,0.0
1912-11-24,,50,39,0.42,0.0,0.0
1912-11-25,,45,36,0.00,0.0,0.0
1912-11-26,,47,38,0.00,0.0,0.0
1912-11-27,,48,36,0.00,0.0,0.0
1912-11-28,,38,26,0.02,0.3,0.0
1912-11-29,,42,24,0.00,0.0,0.0
1912-11-30,,48,35,0.00,0.0,0.0
1912-12-01,,41,27,0.00,0.0,0.0
1912-12-02,,60,33,0.46,0.0,0.0
1912-12-03,,57,42,0.00,0.0,0.0
1912-12-04,,52,43,0.00,0.0,0.0
1912-12-05,,48,41,0.00,0.0,0.0
1912-12-06,,69,45,0.38,0.0,0.0
1912-12-07,,46,34,0.00,0.0,0.0
1912-12-08,,49,32,0.00,0.0,0.0
1912-12-09,,37,15,0.00,0.0,0.0
1912-12-10,,49,30,0.00,0.0,0.0
1912-12-11,,46,40,0.00,0.0,0.0
1912-12-12,,40,22,0.00,0.0,0.0
1912-12-13,,31,18,0.00,0.0,0.0
1912-12-14,,38,28,0.00,0.0,0.0
1912-12-15,,51,32,0.00,0.0,0.0
1912-12-16,,48,38,0.00,0.0,0.0
1912-12-17,,43,30,0.00,0.0,0.0
1912-12-18,,45,37,0.31,0.0,0.0
1912-12-19,,45,36,0.94,0.0,0.0
1912-12-20,,39,35,0.00,0.0,0.0
1912-12-21,,42,28,0.00,0.0,0.0
1912-12-22,,36,23,0.00,0.0,0.0
1912-12-23,,36,28,0.00,0.0,0.0
1912-12-24,,34,21,0.89,8.4,8.0
1912-12-25,,38,21,0.00,0.1,7.0
1912-12-26,,48,28,0.00,0.0,5.0
1912-12-27,,41,35,1.51,0.5,2.0
1912-12-28,,36,29,0.00,0.2,2.0
1912-12-29,,46,32,0.00,0.0,2.0
1912-12-30,,58,40,0.87,0.0,0.0
1912-12-31,,52,42,0.00,0.0,0.0
1913-01-01,,52,37,0.01,0.0,0.0
1913-01-02,,51,34,0.00,0.0,0.0
1913-01-03,,62,35,0.55,0.0,0.0
1913-01-04,,42,34,0.00,0.0,0.0
1913-01-05,,41,32,0.00,0.0,0.0
1913-01-06,,62,34,0.00,0.0,0.0
1913-01-07,,55,32,0.15,0.0,0.0
1913-01-08,,39,17,0.87,0.0,0.0
1913-01-09,,24,13,0.00,0.0,0.0
1913-01-10,,43,22,0.00,0.0,0.0
1913-01-11,,49,37,0.12,0.0,0.0
1913-01-12,,61,28,0.07,0.0,0.0
1913-01-13,,28,15,0.00,0.0,0.0
1913-01-14,,32,20,0.00,0.0,0.0
1913-01-15,,44,29,0.00,0.0,0.0
1913-01-16,,50,42,0.00,0.0,0.0
1913-01-17,,59,41,0.10,0.0,0.0
1913-01-18,,56,46,0.00,0.0,0.0
1913-01-19,,47,34,0.00,0.0,0.0
1913-01-20,,49,31,0.00,0.0,0.0
1913-01-21,,59,27,0.24,0.0,0.0
1913-01-22,,41,26,0.00,0.0,0.0
1913-01-23,,53,32,0.13,0.0,0.0
1913-01-24,,52,42,0.00,0.0,0.0
1913-01-25,,48,35,0.00,0.0,0.0
1913-01-26,,54,34,0.00,0.0,0.0
1913-01-27,,51,25,0.00,0.0,0.0
1913-01-28,,36,24,0.00,0.0,0.0
1913-01-29,,36,18,0.06,0.0,0.0
1913-01-30,,48,35,0.00,0.3,0.0
1913-01-31,,62,39,0.08,0.0,0.0
1913-02-01,,56,19,0.35,0.0,0.0
1913-02-02,,31,17,0.00,0.0,0.0
1913-02-03,,34,24,0.54,5.0,5.0
1913-02-04,,36,24,0.00,0.4,4.0
1913-02-05,,28,16,0.00,0.0,4.0
1913-02-06,,24,14,0.00,0.0,4.0
1913-02-07,,24,10,0.00,0.0,4.0
1913-02-08,,32,18,0.00,0.0,3.0
1913-02-09,,27,12,0.00,0.0,3.0
1913-02-10,,23,3,0.00,0.0,3.0
1913-02-11,,37,15,0.14,1.0,3.0
1913-02-12,,34,9,0.00,0.0,2.0
1913-02-13,,25,4,0.00,0.0,2.0
1913-02-14,,41,18,0.00,0.0,2.0
1913-02-15,,45,28,0.00,0.0,1.0
1913-02-16,,42,31,0.00,0.0,1.0
1913-02-17,,36,20,0.05,0.7,0.0
1913-02-18,,31,14,0.00,0.0,0.0
1913-02-19,,42,16,0.00,0.0,0.0
1913-02-20,,60,33,0.00,0.0,0.0
1913-02-21,,58,39,0.00,0.0,0.0
1913-02-22,,43,35,0.94,0.0,0.0
1913-02-23,,40,18,0.00,0.0,0.0
1913-02-24,,29,15,0.00,0.0,0.0
1913-02-25,,26,10,0.00,0.0,0.0
1913-02-26,,33,15,0.00,0.0,0.0
1913-02-27,,36,27,0.88,0.6,0.0
1913-02-28,,43,32,0.09,0.0,0.0
1913-03-01,,46,38,0.22,0.0,0.0
1913-03-02,,45,22,0.04,0.5,0.0
1913-03-03,,39,19,0.00,0.0,0.0
1913-03-04,,37,30,0.00,0.0,0.0
1913-03-05,,42,30,0.00,0.0,0.0
1913-03-06,,44,19,0.20,0.0,0.0
1913-03-07,,22,11,0.00,0.0,0.0
1913-03-08,,34,10,0.00,0.0,0.0
1913-03-09,,62,27,0.00,0.0,0.0
1913-03-10,,52,39,0.00,0.0,0.0
1913-03-11,,42,37,0.39,0.0,0.0
1913-03-12,,45,36,0.00,0.0,0.0
1913-03-13,,54,37,0.00,0.0,0.0
1913-03-14,,60,38,0.64,0.0,0.0
1913-03-15,,66,56,0.00,0.0,0.0
1913-03-16,,61,31,0.31,0.0,0.0
1913-03-17,,42,27,0.00,0.0,0.0
1913-03-18,,50,25,0.00,0.0,0.0
1913-03-19,,68,38,0.00,0.0,0.0
1913-03-20,,57,43,0.41,0.0,0.0
1913-03-21,,68,54,0.13,0.0,0.0
1913-03-22,,59,33,0.00,0.0,0.0
1913-03-23,,48,30,0.00,0.0,0.0
1913-03-24,,68,42,0.01,0.0,0.0
1913-03-25,,73,40,0.61,0.0,0.0
1913-03-26,,43,36,0.56,0.0,0.0
1913-03-27,,67,35,1.13,0.0,0.0
1913-03-28,,44,30,0.00,0.0,0.0
1913-03-29,,43,28,0.00,0.0,0.0
1913-03-30,,62,35,0.00,0.0,0.0
1913-03-31,,66,44,0.16,0.0,0.0
1913-04-01,,47,38,0.00,0.0,0.0
1913-04-02,,55,38,0.00,0.0,0.0
1913-04-03,,46,41,0.01,0.0,0.0
1913-04-04,,43,39,0.02,0.0,0.0
1913-04-05,,53,39,0.41,0.0,0.0
1913-04-06,,48,34,0.08,0.5,0.0
1913-04-07,,40,34,0.09,0.9,0.0
1913-04-08,,48,30,0.00,0.0,0.0
1913-04-09,,41,29,0.00,0.0,0.0
1913-04-10,,49,31,0.00,0.0,0.0
1913-04-11,,52,38,0.75,0.0,0.0
1913-04-12,,60,52,0.44,0.0,0.0
1913-04-13,,52,44,1.42,0.0,0.0
1913-04-14,,55,46,0.02,0.0,0.0
1913-04-15,,48,41,0.00,0.0,0.0
1913-04-16,,48,40,0.86,0.0,0.0
1913-04-17,,50,41,0.00,0.0,0.0
1913-04-18,,62,40,0.00,0.0,0.0
1913-04-19,,68,39,0.04,0.0,0.0
1913-04-20,,40,34,0.00,0.0,0.0
1913-04-21,,55,35,0.00,0.0,0.0
1913-04-22,,70,45,0.00,0.0,0.0
1913-04-23,,70,52,0.11,0.0,0.0
1913-04-24,,67,48,0.00,0.0,0.0
1913-04-25,,76,58,0.00,0.0,0.0
1913-04-26,,74,54,0.00,0.0,0.0
1913-04-27,,57,45,0.00,0.0,0.0
1913-04-28,,52,47,0.42,0.0,0.0
1913-04-29,,54,46,0.10,0.0,0.0
1913-04-30,,59,40,0.00,0.0,0.0
1913-05-01,,57,44,0.00,0.0,0.0
1913-05-02,,66,46,0.00,0.0,0.0
1913-05-03,,77,50,0.00,0.0,0.0
1913-05-04,,53,48,0.00,0.0,0.0
1913-05-05,,78,48,0.00,0.0,0.0
1913-05-06,,77,53,0.00,0.0,0.0
1913-05-07,,70,52,0.00,0.0,0.0
1913-05-08,,56,47,0.00,0.0,0.0
1913-05-09,,64,47,0.01,0.0,0.0
1913-05-10,,50,39,0.00,0.0,0.0
1913-05-11,,55,37,0.00,0.0,0.0
1913-05-12,,64,42,0.00,0.0,0.0
1913-05-13,,68,48,0.00,0.0,0.0
1913-05-14,,71,49,0.00,0.0,0.0
1913-05-15,,65,44,0.00,0.0,0.0
1913-05-16,,55,41,0.43,0.0,0.0
1913-05-17,,50,41,0.00,0.0,0.0
1913-05-18,,52,46,0.00,0.0,0.0
1913-05-19,,66,51,0.00,0.0,0.0
1913-05-20,,68,47,0.00,0.0,0.0
1913-05-21,,62,51,0.00,0.0,0.0
1913-05-22,,57,50,0.56,0.0,0.0
1913-05-23,,59,48,1.09,0.0,0.0
1913-05-24,,58,52,0.27,0.0,0.0
1913-05-25,,62,48,0.07,0.0,0.0
1913-05-26,,62,50,0.00,0.0,0.0
1913-05-27,,58,48,0.00,0.0,0.0
1913-05-28,,52,46,0.63,0.0,0.0
1913-05-29,,65,51,0.16,0.0,0.0
1913-05-30,,75,51,0.00,0.0,0.0
1913-05-31,,76,56,0.00,0.0,0.0
1913-06-01,,80,57,0.00,0.0,0.0
1913-06-02,,77,63,0.00,0.0,0.0
1913-06-03,,78,57,0.00,0.0,0.0
1913-06-04,,73,56,0.00,0.0,0.0
1913-06-05,,71,56,0.00,0.0,0.0
1913-06-06,,78,55,0.00,0.0,0.0
1913-06-07,,86,57,0.34,0.0,0.0
1913-06-08,,61,50,0.00,0.0,0.0
1913-06-09,,61,48,0.00,0.0,0.0
1913-06-10,,72,47,0.00,0.0,0.0
1913-06-11,,82,55,0.00,0.0,0.0
1913-06-12,,74,53,0.00,0.0,0.0
1913-06-13,,77,51,0.00,0.0,0.0
1913-06-14,,85,60,0.00,0.0,0.0
1913-06-15,,75,59,0.00,0.0,0.0
1913-06-16,,91,61,0.00,0.0,0.0
1913-06-17,,83,62,0.00,0.0,0.0
1913-06-18,,70,56,0.00,0.0,0.0
1913-06-19,,72,57,0.08,0.0,0.0
1913-06-20,,68,57,0.04,0.0,0.0
1913-06-21,,72,58,0.07,0.0,0.0
1913-06-22,,82,62,0.00,0.0,0.0
1913-06-23,,82,64,0.00,0.0,0.0
1913-06-24,,86,64,0.00,0.0,0.0
1913-06-25,,70,54,0.11,0.0,0.0
1913-06-26,,66,56,0.00,0.0,0.0
1913-06-27,,90,64,0.00,0.0,0.0
1913-06-28,,87,67,0.00,0.0,0.0
1913-06-29,,84,63,0.00,0.0,0.0
1913-06-30,,87,61,0.00,0.0,0.0
1913-07-01,,96,71,0.00,0.0,0.0
1913-07-02,,91,72,0.00,0.0,0.0
1913-07-03,,79,68,0.00,0.0,0.0
