"BOSTON CITY WEATHER SERVICE OFFICE, MA US (USW00094701)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1893-01-01,,38,25,0.20,0.1,0.0
1893-01-02,,53,,0.80,0.0,0.0
1893-01-03,,,18,0.00,0.0,0.0
1893-01-04,,22,6,0.00,0.0,0.0
1893-01-05,,29,16,0.20,3.0,3.0
1893-01-06,,22,10,0.50,4.5,8.0
1893-01-07,,25,11,0.00,0.0,7.0
1893-01-08,,22,7,0.00,0.0,5.0
1893-01-09,,30,6,0.16,2.3,8.0
1893-01-10,,33,7,0.26,2.0,9.0
1893-01-11,,13,-4,0.00,0.0,8.0
1893-01-12,,14,0,0.00,0.2,9.0
1893-01-13,,16,8,0.00,0.0,8.0
1893-01-14,,21,7,0.00,0.0,7.0
1893-01-15,,18,9,0.10,1.9,9.0
1893-01-16,,16,4,0.02,0.3,8.0
1893-01-17,,18,2,0.00,0.0,8.0
1893-01-18,,18,6,0.00,0.0,8.0
1893-01-19,,25,10,0.00,0.0,7.0
1893-01-20,,23,11,0.00,0.0,7.0
1893-01-21,,27,7,0.00,0.0,7.0
1893-01-22,,27,9,0.00,0.0,7.0
1893-01-23,,30,16,0.01,0.1,7.0
1893-01-24,,37,26,0.00,0.0,6.0
1893-01-25,,43,28,0.07,0.1,6.0
1893-01-26,,42,23,0.00,0.0,5.0
1893-01-27,,35,21,0.00,0.0,5.0
1893-01-28,,23,15,0.00,0.0,5.0
1893-01-29,,46,17,0.23,0.0,4.0
1893-01-30,,37,30,0.00,0.0,3.0
1893-01-31,,35,24,0.01,0.1,3.0
1893-02-01,,34,18,0.01,0.0,3.0
1893-02-02,,33,26,0.17,0.0,2.0
1893-02-03,,34,17,0.29,0.0,2.0
1893-02-04,,18,10,0.00,0.0,2.0
1893-02-05,,18,-1,0.00,0.0,2.0
1893-02-06,,48,12,0.15,0.3,1.0
1893-02-07,,48,24,0.20,0.0,0.0
1893-02-08,,24,8,0.00,0.0,0.0
1893-02-09,,37,14,0.00,0.0,0.0
1893-02-10,,52,29,0.92,0.0,0.0
1893-02-11,,39,,0.00,0.0,0.0
1893-02-12,,,25,0.00,0.0,0.0
1893-02-13,,33,30,1.13,5.0,3.0
1893-02-14,,44,31,0.28,0.2,3.0
1893-02-15,,53,38,0.00,0.0,1.0
1893-02-16,,41,,0.00,0.0,1.0
1893-02-17,,,8,0.00,0.0,1.0
1893-02-18,,25,17,0.87,10.2,11.0
1893-02-19,,30,14,0.04,0.5,11.0
1893-02-20,,34,10,0.24,3.0,11.0
1893-02-21,,26,3,0.00,0.0,10.0
1893-02-22,,38,18,1.40,9.0,15.0
1893-02-23,,34,21,0.00,0.0,14.0
1893-02-24,,33,19,0.18,2.5,16.0
1893-02-25,,38,15,0.15,2.4,17.0
1893-02-26,,35,24,0.15,1.6,16.0
1893-02-27,,35,18,0.00,0.0,13.0
1893-02-28,,34,18,0.04,0.6,13.0
1893-03-01,,41,30,0.30,2.4,14.0
1893-03-02,,33,25,0.00,0.0,14.0
1893-03-03,,37,18,0.00,0.0,14.0
1893-03-04,,31,,0.09,1.1,15.0
1893-03-05,,,13,0.00,0.0,15.0
1893-03-06,,32,14,0.00,0.0,15.0
1893-03-07,,45,26,0.00,0.0,11.0
1893-03-08,,48,28,0.00,0.0,8.0
1893-03-09,,42,36,1.21,0.0,7.0
1893-03-10,,36,34,0.05,0.0,6.0
1893-03-11,,37,34,0.00,0.0,5.0
1893-03-12,,47,35,0.21,0.0,2.0
1893-03-13,,53,38,0.00,0.0,0.0
1893-03-14,,50,35,0.00,0.0,0.0
1893-03-15,,41,22,0.78,0.0,0.0
1893-03-16,,27,13,0.00,0.0,0.0
1893-03-17,,38,17,0.00,0.0,0.0
1893-03-18,,38,26,0.00,0.0,0.0
1893-03-19,,30,15,0.00,0.0,0.0
1893-03-20,,34,23,0.00,0.0,0.0
1893-03-21,,48,28,0.03,0.0,0.0
1893-03-22,,43,32,0.00,0.0,0.0
1893-03-23,,33,28,0.06,1.0,1.0
1893-03-24,,58,31,0.07,0.0,0.0
1893-03-25,,52,,0.00,0.0,0.0
1893-03-26,,,34,0.00,0.0,0.0
1893-03-27,,37,29,0.00,0.0,0.0
1893-03-28,,33,26,0.00,0.0,0.0
1893-03-29,,42,22,0.00,0.0,0.0
1893-03-30,,53,29,0.00,0.0,0.0
1893-03-31,,48,36,0.00,0.0,0.0
1893-04-01,,66,37,0.01,0.0,0.0
1893-04-02,,46,36,0.00,0.0,0.0
1893-04-03,,51,27,0.00,0.0,0.0
1893-04-04,,57,39,0.04,0.0,0.0
1893-04-05,,55,,0.02,0.0,0.0
1893-04-06,,,27,0.31,3.9,0.0
1893-04-07,,37,26,0.34,4.0,2.0
1893-04-08,,56,33,0.49,0.0,0.0
1893-04-09,,55,,0.00,0.0,0.0
1893-04-10,,,35,0.00,0.0,0.0
1893-04-11,,48,35,0.00,0.0,0.0
1893-04-12,,59,38,0.00,0.0,0.0
1893-04-13,,52,43,0.00,0.0,0.0
1893-04-14,,68,,0.06,0.0,0.0
1893-04-15,,,34,0.74,0.0,0.0
1893-04-16,,45,33,0.00,0.0,0.0
1893-04-17,,41,36,0.00,0.0,0.0
1893-04-18,,51,34,0.00,0.0,0.0
1893-04-19,,56,35,0.00,0.0,0.0
1893-04-20,,41,35,0.10,0.0,0.0
1893-04-21,,54,35,0.70,0.0,0.0
1893-04-22,,49,34,0.05,0.0,0.0
1893-04-23,,55,37,0.00,0.0,0.0
1893-04-24,,58,37,0.00,0.0,0.0
1893-04-25,,52,46,0.09,0.0,0.0
1893-04-26,,51,29,0.00,0.0,0.0
1893-04-27,,46,39,0.17,0.0,0.0
1893-04-28,,66,38,0.00,0.0,0.0
1893-04-29,,66,52,0.00,0.0,0.0
1893-04-30,,59,44,0.01,0.0,0.0
1893-05-01,,50,44,0.20,0.0,0.0
1893-05-02,,44,41,0.03,0.0,0.0
1893-05-03,,43,41,0.32,0.0,0.0
1893-05-04,,53,38,2.71,0.0,0.0
1893-05-05,,58,47,0.00,0.0,0.0
1893-05-06,,60,46,0.00,0.0,0.0
1893-05-07,,55,41,0.00,0.0,0.0
1893-05-08,,62,43,0.00,0.0,0.0
1893-05-09,,65,44,0.00,0.0,0.0
1893-05-10,,82,50,0.00,0.0,0.0
1893-05-11,,76,59,0.00,0.0,0.0
1893-05-12,,77,,0.00,0.0,0.0
1893-05-13,,,45,0.33,0.0,0.0
1893-05-14,,55,43,0.06,0.0,0.0
1893-05-15,,62,48,0.00,0.0,0.0
1893-05-16,,53,47,0.09,0.0,0.0
1893-05-17,,67,47,1.05,0.0,0.0
1893-05-18,,61,50,0.03,0.0,0.0
1893-05-19,,62,49,0.00,0.0,0.0
1893-05-20,,71,45,0.00,0.0,0.0
1893-05-21,,85,57,0.00,0.0,0.0
1893-05-22,,81,60,0.00,0.0,0.0
1893-05-23,,88,62,0.00,0.0,0.0
1893-05-24,,72,58,0.02,0.0,0.0
1893-05-25,,75,50,0.00,0.0,0.0
1893-05-26,,64,50,0.02,0.0,0.0
1893-05-27,,52,46,0.05,0.0,0.0
1893-05-28,,66,46,0.31,0.0,0.0
1893-05-29,,58,50,0.00,0.0,0.0
1893-05-30,,68,52,0.00,0.0,0.0
1893-05-31,,67,51,0.01,0.0,0.0
1893-06-01,,72,52,0.00,0.0,0.0
1893-06-02,,69,52,0.00,0.0,0.0
1893-06-03,,60,53,0.05,0.0,0.0
1893-06-04,,76,56,0.00,0.0,0.0
1893-06-05,,91,65,0.00,0.0,0.0
1893-06-06,,90,73,0.00,0.0,0.0
1893-06-07,,74,66,0.02,0.0,0.0
1893-06-08,,74,58,0.00,0.0,0.0
1893-06-09,,75,58,0.00,0.0,0.0
1893-06-10,,82,58,0.00,0.0,0.0
1893-06-11,,89,,0.00,0.0,0.0
1893-06-12,,,56,0.07,0.0,0.0
1893-06-13,,67,55,0.08,0.0,0.0
1893-06-14,,70,58,0.14,0.0,0.0
1893-06-15,,82,,0.00,0.0,0.0
1893-06-16,,,54,0.00,0.0,0.0
1893-06-17,,56,53,0.24,0.0,0.0
1893-06-18,,73,54,0.04,0.0,0.0
1893-06-19,,78,59,0.00,0.0,0.0
1893-06-20,,94,69,0.00,0.0,0.0
1893-06-21,,76,63,0.00,0.0,0.0
1893-06-22,,62,55,0.79,0.0,0.0
1893-06-23,,58,54,0.67,0.0,0.0
1893-06-24,,62,55,0.10,0.0,0.0
1893-06-25,,63,54,0.00,0.0,0.0
1893-06-26,,61,54,0.00,0.0,0.0
1893-06-27,,62,55,0.00,0.0,0.0
1893-06-28,,62,54,0.00,0.0,0.0
1893-06-29,,72,53,0.00,0.0,0.0
1893-06-30,,73,55,0.00,0.0,0.0
1893-07-01,,77,56,0.00,0.0,0.0
1893-07-02,,80,59,0.00,0.0,0.0
1893-07-03,,79,62,0.00,0.0,0.0
1893-07-04,,80,66,0.00,0.0,0.0
1893-07-05,,79,62,0.00,0.0,0.0
1893-07-06,,78,62,0.14,0.0,0.0
1893-07-07,,80,62,0.00,0.0,0.0
1893-07-08,,83,64,0.00,0.0,0.0
1893-07-09,,84,70,0.00,0.0,0.0
1893-07-10,,75,60,0.00,0.0,0.0
1893-07-11,,81,58,0.00,0.0,0.0
1893-07-12,,82,64,0.03,0.0,0.0
1893-07-13,,81,62,0.01,0.0,0.0
1893-07-14,,70,58,0.00,0.0,0.0
1893-07-15,,80,60,0.00,0.0,0.0
1893-07-16,,90,68,0.00,0.0,0.0
1893-07-17,,81,69,0.00,0.0,0.0
1893-07-18,,87,70,0.23,0.0,0.0
1893-07-19,,81,67,0.02,0.0,0.0
1893-07-20,,82,59,0.00,0.0,0.0
1893-07-21,,88,62,0.00,0.0,0.0
1893-07-22,,91,66,0.38,0.0,0.0
1893-07-23,,74,58,0.69,0.0,0.0
1893-07-24,,72,54,0.00,0.0,0.0
1893-07-25,,75,56,0.09,0.0,0.0
1893-07-26,,91,63,0.08,0.0,0.0
1893-07-27,,74,68,0.03,0.0,0.0
1893-07-28,,82,58,0.00,0.0,0.0
1893-07-29,,72,66,0.02,0.0,0.0
1893-07-30,,81,64,0.00,0.0,0.0
1893-07-31,,82,65,0.00,0.0,0.0
1893-08-01,,75,67,0.01,0.0,0.0
1893-08-02,,81,64,0.00,0.0,0.0
1893-08-03,,82,60,0.00,0.0,0.0
1893-08-04,,81,64,0.00,0.0,0.0
1893-08-05,,65,60,1.87,0.0,0.0
1893-08-06,,82,61,1.07,0.0,0.0
1893-08-07,,78,60,1.21,0.0,0.0
1893-08-08,,84,60,0.00,0.0,0.0
1893-08-09,,82,66,0.00,0.0,0.0
1893-08-10,,91,68,0.00,0.0,0.0
1893-08-11,,77,66,0.00,0.0,0.0
1893-08-12,,74,66,0.00,0.0,0.0
1893-08-13,,73,60,0.01,0.0,0.0
1893-08-14,,76,53,0.00,0.0,0.0
1893-08-15,,81,58,0.00,0.0,0.0
1893-08-16,,67,58,0.00,0.0,0.0
1893-08-17,,66,62,0.09,0.0,0.0
1893-08-18,,66,59,0.03,0.0,0.0
1893-08-19,,66,57,0.02,0.0,0.0
1893-08-20,,67,61,0.02,0.0,0.0
1893-08-21,,63,58,1.65,0.0,0.0
1893-08-22,,80,59,0.00,0.0,0.0
1893-08-23,,72,62,0.00,0.0,0.0
1893-08-24,,74,62,0.17,0.0,0.0
1893-08-25,,93,68,0.00,0.0,0.0
1893-08-26,,88,72,0.00,0.0,0.0
1893-08-27,,75,65,0.07,0.0,0.0
1893-08-28,,85,70,0.00,0.0,0.0
1893-08-29,,81,71,0.24,0.0,0.0
1893-08-30,,76,60,0.00,0.0,0.0
1893-08-31,,78,57,0.00,0.0,0.0
1893-09-01,,64,57,0.00,0.0,0.0
1893-09-02,,71,56,0.37,0.0,0.0
1893-09-03,,68,47,0.00,0.0,0.0
1893-09-04,,67,52,0.00,0.0,0.0
1893-09-05,,80,51,0.00,0.0,0.0
1893-09-06,,70,59,0.00,0.0,0.0
1893-09-07,,68,51,0.02,0.0,0.0
1893-09-08,,67,56,0.32,0.0,0.0
1893-09-09,,74,50,0.00,0.0,0.0
1893-09-10,,77,55,0.00,0.0,0.0
1893-09-11,,61,49,0.00,0.0,0.0
1893-09-12,,72,49,0.00,0.0,0.0
1893-09-13,,75,50,0.00,0.0,0.0
1893-09-14,,77,58,0.00,0.0,0.0
1893-09-15,,77,64,0.02,0.0,0.0
1893-09-16,,74,55,0.54,0.0,0.0
1893-09-17,,64,51,0.01,0.0,0.0
1893-09-18,,66,51,0.00,0.0,0.0
1893-09-19,,69,58,0.19,0.0,0.0
1893-09-20,,74,59,0.00,0.0,0.0
1893-09-21,,65,47,0.00,0.0,0.0
1893-09-22,,67,47,0.00,0.0,0.0
1893-09-23,,69,58,0.02,0.0,0.0
1893-09-24,,70,54,0.00,0.0,0.0
1893-09-25,,68,55,0.05,0.0,0.0
1893-09-26,,57,48,0.02,0.0,0.0
1893-09-27,,54,47,0.00,0.0,0.0
1893-09-28,,58,45,0.00,0.0,0.0
1893-09-29,,52,45,0.01,0.0,0.0
1893-09-30,,60,43,0.02,0.0,0.0
1893-10-01,,59,44,0.00,0.0,0.0
1893-10-02,,59,51,0.00,0.0,0.0
1893-10-03,,60,50,0.00,0.0,0.0
1893-10-04,,55,51,0.01,0.0,0.0
1893-10-05,,65,51,0.00,0.0,0.0
1893-10-06,,61,53,0.00,0.0,0.0
1893-10-07,,74,56,0.00,0.0,0.0
1893-10-08,,72,52,0.00,0.0,0.0
1893-10-09,,79,54,0.00,0.0,0.0
1893-10-10,,64,48,0.00,0.0,0.0
1893-10-11,,62,44,0.00,0.0,0.0
1893-10-12,,72,49,0.00,0.0,0.0
1893-10-13,,69,52,0.00,0.0,0.0
1893-10-14,,73,59,0.80,0.0,0.0
1893-10-15,,62,52,0.00,0.0,0.0
1893-10-16,,51,41,0.00,0.0,0.0
1893-10-17,,64,36,0.00,0.0,0.0
1893-10-18,,54,47,0.00,0.0,0.0
1893-10-19,,52,39,0.00,0.0,0.0
1893-10-20,,62,46,0.00,0.0,0.0
1893-10-21,,73,51,0.00,0.0,0.0
1893-10-22,,60,52,0.00,0.0,0.0
1893-10-23,,59,52,0.49,0.0,0.0
1893-10-24,,75,55,1.40,0.0,0.0
1893-10-25,,68,51,0.00,0.0,0.0
1893-10-26,,50,41,0.00,0.0,0.0
1893-10-27,,63,45,0.00,0.0,0.0
1893-10-28,,61,,0.24,0.0,0.0
1893-10-29,,,41,0.00,0.0,0.0
1893-10-30,,46,34,0.00,0.0,0.0
1893-10-31,,44,30,0.00,0.0,0.0
1893-11-01,,58,35,0.00,0.0,0.0
1893-11-02,,65,43,0.00,0.0,0.0
1893-11-03,,68,,0.00,0.0,0.0
1893-11-04,,,38,0.43,0.0,0.0
1893-11-05,,45,35,0.22,0.0,0.0
1893-11-06,,56,37,0.00,0.0,0.0
1893-11-07,,48,36,0.00,0.0,0.0
1893-11-08,,49,36,0.00,0.0,0.0
1893-11-09,,54,,0.00,0.0,0.0
1893-11-10,,,28,0.00,0.0,0.0
1893-11-11,,51,30,0.00,0.0,0.0
1893-11-12,,46,38,0.00,0.0,0.0
1893-11-13,,57,42,0.00,0.0,0.0
1893-11-14,,58,43,0.00,0.0,0.0
1893-11-15,,42,35,0.21,0.2,0.0
1893-11-16,,39,28,0.00,0.0,0.0
1893-11-17,,56,29,0.00,0.0,0.0
1893-11-18,,57,39,0.00,0.0,0.0
1893-11-19,,41,33,0.00,0.0,0.0
1893-11-20,,38,32,0.02,0.2,0.0
1893-11-21,,45,28,0.00,0.0,0.0
1893-11-22,,57,36,0.56,0.0,0.0
1893-11-23,,49,42,0.00,0.0,0.0
1893-11-24,,42,33,0.00,0.0,0.0
1893-11-25,,35,26,0.00,0.0,0.0
1893-11-26,,30,22,0.00,0.0,0.0
1893-11-27,,41,20,0.00,0.0,0.0
1893-11-28,,60,36,0.39,0.0,0.0
1893-11-29,,52,41,0.00,0.0,0.0
1893-11-30,,54,42,0.00,0.0,0.0
1893-12-01,,46,,0.36,0.0,0.0
1893-12-02,,,23,0.00,0.0,0.0
1893-12-03,,42,24,0.90,4.0,2.0
1893-12-04,,35,20,0.79,0.0,1.0
1893-12-05,,22,14,0.57,6.0,7.0
1893-12-06,,40,18,0.26,1.5,7.0
1893-12-07,,46,26,0.00,0.0,6.0
1893-12-08,,34,24,0.00,0.0,5.0
1893-12-09,,41,29,0.33,0.0,4.0
1893-12-10,,48,,0.03,0.0,3.0
1893-12-11,,,18,0.00,0.0,3.0
1893-12-12,,31,15,0.02,0.1,4.0
1893-12-13,,14,4,0.00,0.0,4.0
1893-12-14,,16,0,0.00,0.0,4.0
1893-12-15,,29,13,0.61,3.4,7.0
1893-12-16,,50,24,0.82,0.0,6.0
1893-12-17,,41,,0.08,0.0,5.0
1893-12-18,,,15,0.00,0.0,5.0
1893-12-19,,45,24,0.07,0.3,5.0
1893-12-20,,29,18,0.00,0.0,5.0
1893-12-21,,44,17,0.00,0.0,5.0
1893-12-22,,42,33,0.00,0.0,5.0
1893-12-23,,55,32,0.03,0.0,3.0
1893-12-24,,55,40,0.00,0.0,1.0
1893-12-25,,57,,0.00,0.0,0.0
1893-12-26,,,19,0.00,0.0,0.0
1893-12-27,,37,18,0.00,0.0,0.0
1893-12-28,,42,26,0.00,0.0,0.0
1893-12-29,,49,,0.06,0.0,0.0
1893-12-30,,,22,0.14,2.1,2.0
1893-12-31,,27,16,0.09,1.1,3.0
1894-01-01,,35,18,0.00,0.0,3.0
1894-01-02,,42,19,0.00,0.0,2.0
1894-01-03,,44,31,0.00,0.0,1.0
1894-01-04,,50,37,0.00,0.0,0.0
1894-01-05,,47,36,0.03,0.0,0.0
1894-01-06,,37,31,0.00,0.0,0.0
1894-01-07,,40,32,0.03,0.1,0.0
1894-01-08,,32,24,0.00,0.0,0.0
1894-01-09,,30,21,0.00,0.0,0.0
1894-01-10,,27,18,0.08,1.6,2.0
1894-01-11,,32,14,0.08,1.0,3.0
1894-01-12,,36,10,0.08,0.0,2.0
1894-01-13,,24,2,0.00,0.0,2.0
1894-01-14,,32,18,0.00,0.0,1.0
1894-01-15,,45,28,0.00,0.0,0.0
1894-01-16,,44,,0.26,0.0,0.0
1894-01-17,,,18,0.00,0.0,0.0
1894-01-18,,37,18,0.00,0.0,0.0
1894-01-19,,42,30,0.13,0.0,0.0
1894-01-20,,32,20,0.00,0.0,0.0
1894-01-21,,35,23,0.00,0.0,0.0
1894-01-22,,50,32,0.00,0.0,0.0
1894-01-23,,37,31,0.00,0.0,0.0
1894-01-24,,56,32,0.08,0.0,0.0
1894-01-25,,31,20,0.34,0.0,0.0
1894-01-26,,31,13,0.00,0.0,0.0
1894-01-27,,32,19,0.80,8.0,8.0
1894-01-28,,32,19,0.00,0.0,8.0
1894-01-29,,36,19,0.36,0.2,6.0
1894-01-30,,38,23,0.74,4.1,7.0
1894-01-31,,38,25,0.00,0.0,6.0
1894-02-01,,30,23,0.00,0.0,5.0
1894-02-02,,30,16,0.00,0.0,5.0
1894-02-03,,41,23,0.00,0.0,4.0
1894-02-04,,37,,0.11,2.3,6.0
1894-02-05,,,11,0.07,1.2,7.0
1894-02-06,,33,9,0.00,0.0,7.0
1894-02-07,,45,25,0.00,0.0,5.0
1894-02-08,,50,36,0.00,0.0,4.0
1894-02-09,,39,32,0.28,0.0,3.0
1894-02-10,,38,32,0.26,0.1,1.0
1894-02-11,,38,,0.00,0.0,1.0
1894-02-12,,,15,0.16,2.0,3.0
1894-02-13,,28,8,0.72,9.5,12.0
1894-02-14,,25,9,0.00,0.0,12.0
1894-02-15,,38,24,0.86,5.0,10.0
1894-02-16,,25,11,0.00,0.0,10.0
1894-02-17,,35,1,0.00,0.0,10.0
1894-02-18,,51,35,0.28,0.0,2.0
1894-02-19,,47,33,0.16,0.0,1.0
1894-02-20,,38,31,0.14,0.0,1.0
1894-02-21,,37,28,0.00,0.0,0.0
1894-02-22,,31,20,0.00,0.0,0.0
1894-02-23,,29,12,0.00,0.0,0.0
1894-02-24,,12,-7,0.00,0.0,0.0
1894-02-25,,23,-6,0.00,0.0,0.0
1894-02-26,,29,17,0.11,1.5,2.0
1894-02-27,,31,20,0.00,0.0,1.0
1894-02-28,,44,25,0.00,0.0,0.0
1894-03-01,,45,34,0.00,0.0,0.0
1894-03-02,,55,32,0.00,0.0,0.0
1894-03-03,,50,39,0.00,0.0,0.0
1894-03-04,,56,32,0.00,0.0,0.0
1894-03-05,,65,43,0.00,0.0,0.0
1894-03-06,,70,44,0.00,0.0,0.0
1894-03-07,,60,,0.00,0.0,0.0
1894-03-08,,,35,0.00,0.0,0.0
1894-03-09,,42,35,0.00,0.0,0.0
1894-03-10,,42,36,0.01,0.0,0.0
1894-03-11,,62,39,0.01,0.0,0.0
1894-03-12,,51,40,0.01,0.0,0.0
1894-03-13,,42,33,0.00,0.0,0.0
1894-03-14,,44,36,0.10,0.0,0.0
1894-03-15,,45,28,0.07,0.0,0.0
1894-03-16,,52,33,0.01,0.0,0.0
1894-03-17,,54,36,0.00,0.0,0.0
1894-03-18,,62,38,0.00,0.0,0.0
1894-03-19,,70,,0.00,0.0,0.0
1894-03-20,,,37,0.00,0.0,0.0
1894-03-21,,45,37,0.04,0.0,0.0
1894-03-22,,52,35,0.03,0.0,0.0
1894-03-23,,46,34,0.48,0.0,0.0
1894-03-24,,43,30,0.00,0.0,0.0
1894-03-25,,52,33,0.01,0.0,0.0
1894-03-26,,37,28,0.02,0.0,0.0
1894-03-27,,32,20,0.00,0.0,0.0
1894-03-28,,40,21,0.00,0.0,0.0
1894-03-29,,40,33,0.20,0.0,0.0
1894-03-30,,47,31,0.02,0.0,0.0
1894-03-31,,57,36,0.00,0.0,0.0
1894-04-01,,63,47,0.00,0.0,0.0
1894-04-02,,46,31,0.00,0.0,0.0
1894-04-03,,46,23,0.00,0.0,0.0
1894-04-04,,53,32,0.31,0.0,0.0
1894-04-05,,56,,0.13,0.0,0.0
1894-04-06,,,38,0.02,0.0,0.0
1894-04-07,,52,30,0.00,0.0,0.0
1894-04-08,,34,31,1.18,4.6,4.0
1894-04-09,,39,30,0.13,0.8,1.0
1894-04-10,,42,35,0.00,0.0,0.0
1894-04-11,,36,33,0.00,0.0,0.0
1894-04-12,,37,32,1.44,3.1,1.0
1894-04-13,,39,34,0.30,0.0,0.0
1894-04-14,,44,34,0.00,0.0,0.0
1894-04-15,,50,39,0.00,0.0,0.0
1894-04-16,,51,40,0.00,0.0,0.0
1894-04-17,,52,41,0.00,0.0,0.0
1894-04-18,,51,40,0.00,0.0,0.0
1894-04-19,,61,44,0.00,0.0,0.0
1894-04-20,,69,52,0.00,0.0,0.0
1894-04-21,,66,54,0.03,0.0,0.0
1894-04-22,,60,45,0.07,0.0,0.0
1894-04-23,,62,47,0.00,0.0,0.0
1894-04-24,,56,46,0.04,0.0,0.0
1894-04-25,,63,41,0.13,0.0,0.0
1894-04-26,,72,46,0.00,0.0,0.0
1894-04-27,,79,52,0.00,0.0,0.0
1894-04-28,,75,,0.00,0.0,0.0
1894-04-29,,,43,0.00,0.0,0.0
1894-04-30,,72,40,0.00,0.0,0.0
1894-05-01,,80,55,0.00,0.0,0.0
1894-05-02,,88,,0.02,0.0,0.0
1894-05-03,,,,0.00,0.0,0.0
1894-05-04,,,42,0.08,0.0,0.0
1894-05-05,,67,46,0.22,0.0,0.0
1894-05-06,,72,48,0.44,0.0,0.0
1894-05-07,,79,58,0.00,0.0,0.0
1894-05-08,,76,59,0.00,0.0,0.0
1894-05-09,,73,54,0.00,0.0,0.0
1894-05-10,,59,50,0.00,0.0,0.0
1894-05-11,,66,44,0.00,0.0,0.0
1894-05-12,,70,47,0.00,0.0,0.0
1894-05-13,,80,52,0.00,0.0,0.0
1894-05-14,,62,46,0.00,0.0,0.0
1894-05-15,,65,44,0.00,0.0,0.0
1894-05-16,,74,46,0.00,0.0,0.0
1894-05-17,,70,52,0.00,0.0,0.0
1894-05-18,,66,51,0.01,0.0,0.0
1894-05-19,,58,,0.69,0.0,0.0
1894-05-20,,,44,0.04,0.0,0.0
1894-05-21,,48,43,0.00,0.0,0.0
1894-05-22,,62,39,0.00,0.0,0.0
1894-05-23,,70,50,0.03,0.0,0.0
1894-05-24,,52,46,1.10,0.0,0.0
1894-05-25,,59,48,0.05,0.0,0.0
1894-05-26,,61,47,0.00,0.0,0.0
1894-05-27,,65,50,0.00,0.0,0.0
1894-05-28,,75,54,0.00,0.0,0.0
1894-05-29,,59,54,0.85,0.0,0.0
1894-05-30,,70,47,0.00,0.0,0.0
1894-05-31,,54,46,0.62,0.0,0.0
1894-06-01,,68,50,0.17,0.0,0.0
1894-06-02,,68,53,0.04,0.0,0.0
1894-06-03,,70,55,0.14,0.0,0.0
1894-06-04,,82,57,0.00,0.0,0.0
1894-06-05,,60,54,0.00,0.0,0.0
1894-06-06,,65,47,0.00,0.0,0.0
1894-06-07,,60,51,0.11,0.0,0.0
1894-06-08,,73,48,0.00,0.0,0.0
1894-06-09,,82,55,0.00,0.0,0.0
1894-06-10,,86,59,0.00,0.0,0.0
1894-06-11,,93,62,0.00,0.0,0.0
1894-06-12,,72,54,0.00,0.0,0.0
1894-06-13,,58,50,0.00,0.0,0.0
1894-06-14,,81,49,0.00,0.0,0.0
1894-06-15,,88,60,0.00,0.0,0.0
1894-06-16,,92,66,0.00,0.0,0.0
1894-06-17,,95,72,0.00,0.0,0.0
1894-06-18,,90,68,0.00,0.0,0.0
1894-06-19,,83,67,0.00,0.0,0.0
1894-06-20,,80,68,0.00,0.0,0.0
1894-06-21,,83,65,0.33,0.0,0.0
1894-06-22,,88,66,0.00,0.0,0.0
1894-06-23,,94,,0.00,0.0,0.0
1894-06-24,,,55,0.00,0.0,0.0
1894-06-25,,71,56,0.00,0.0,0.0
1894-06-26,,88,66,0.00,0.0,0.0
1894-06-27,,84,71,0.00,0.0,0.0
1894-06-28,,87,,0.00,0.0,0.0
1894-06-29,,,58,0.01,0.0,0.0
1894-06-30,,82,58,0.00,0.0,0.0
1894-07-01,,92,68,0.00,0.0,0.0
1894-07-02,,86,72,0.00,0.0,0.0
1894-07-03,,86,64,0.18,0.0,0.0
1894-07-04,,88,66,0.01,0.0,0.0
1894-07-05,,80,63,0.00,0.0,0.0
1894-07-06,,80,61,0.00,0.0,0.0
1894-07-07,,81,63,0.04,0.0,0.0
1894-07-08,,70,57,0.00,0.0,0.0
1894-07-09,,75,56,0.00,0.0,0.0
1894-07-10,,71,56,0.00,0.0,0.0
1894-07-11,,83,62,0.00,0.0,0.0
1894-07-12,,80,69,0.01,0.0,0.0
1894-07-13,,97,75,0.00,0.0,0.0
1894-07-14,,79,66,0.05,0.0,0.0
1894-07-15,,79,65,0.00,0.0,0.0
1894-07-16,,67,61,0.00,0.0,0.0
1894-07-17,,70,59,0.00,0.0,0.0
1894-07-18,,82,65,0.00,0.0,0.0
1894-07-19,,87,68,0.00,0.0,0.0
1894-07-20,,95,72,0.00,0.0,0.0
1894-07-21,,87,65,0.73,0.0,0.0
1894-07-22,,69,58,0.40,0.0,0.0
1894-07-23,,70,59,0.00,0.0,0.0
1894-07-24,,79,61,1.12,0.0,0.0
1894-07-25,,88,68,0.45,0.0,0.0
1894-07-26,,83,69,0.06,0.0,0.0
1894-07-27,,83,66,0.00,0.0,0.0
1894-07-28,,97,70,0.00,0.0,0.0
1894-07-29,,94,75,0.00,0.0,0.0
1894-07-30,,88,71,0.04,0.0,0.0
1894-07-31,,85,69,0.00,0.0,0.0
1894-08-01,,72,63,0.00,0.0,0.0
1894-08-02,,77,62,0.00,0.0,0.0
1894-08-03,,80,66,0.11,0.0,0.0
