"CAMBRIDGE, MA US (USC00191097)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1897-10-31,,55,25,0.00,,0.0
1897-11-01,,60,39,0.00,,
1897-11-02,,54,51,1.66,,
1897-11-03,,57,41,0.46,,
1897-11-04,,65,36,0.00,,
1897-11-05,,63,36,0.00,,
1897-11-06,,66,47,0.05,,
1897-11-07,,51,41,0.00,,
1897-11-08,,49,31,0.00,,
1897-11-09,,58,39,0.21,,
1897-11-10,,50,43,0.54,,
1897-11-11,,47,26,0.00,,
1897-11-12,,43,32,1.95,,
1897-11-13,,46,32,0.12,,
1897-11-14,,43,31,0.00,,
1897-11-15,,61,25,0.00,,0.0
1897-11-16,,68,36,0.01,,
1897-11-17,,42,32,0.31,,
1897-11-18,,35,23,0.00,,
1897-11-19,,29,24,0.00,,
1897-11-20,,46,23,0.19,,
1897-11-21,,59,33,0.03,,
1897-11-22,,37,,0.00,,
1897-11-23,,,26,0.33,,
1897-11-24,,41,8,0.00,,
1897-11-25,,62,20,0.00,,
1897-11-26,,63,39,0.03,,
1897-11-27,,54,,0.45,,
1897-11-28,,,19,0.00,,
1897-11-29,,38,26,0.00,,
1897-11-30,,31,24,0.11,,0.0
1897-12-01,,34,19,0.00,,
1897-12-02,,35,28,0.00,,
1897-12-03,,29,22,0.00,,
1897-12-04,,52,25,0.07,,
1897-12-05,,50,27,0.26,,
1897-12-06,,37,28,0.00,,
1897-12-07,,32,25,0.00,,
1897-12-08,,37,26,0.14,,
1897-12-09,,53,31,0.00,,
1897-12-10,,63,36,0.00,,
1897-12-11,,61,48,0.00,,
1897-12-12,,47,41,0.19,,
1897-12-13,,41,31,0.08,,
1897-12-14,,59,35,0.00,,
1897-12-15,,59,36,,,
1897-12-16,,52,38,0.09,,
1897-12-17,,47,35,0.00,,
1897-12-18,,35,,0.02,,
1897-12-19,,,13,0.00,,
1897-12-20,,32,10,0.00,,
1897-12-21,,32,20,0.18,,
1897-12-22,,31,16,0.00,,
1897-12-23,,32,20,0.00,,
1897-12-24,,20,11,0.00,,
1897-12-25,,29,6,0.00,,
1897-12-26,,32,14,0.00,,
1897-12-27,,35,23,0.20,,
1897-12-28,,24,9,0.00,,
1897-12-29,,41,2,0.00,,
1897-12-30,,46,14,0.08,,
1897-12-31,,38,,0.00,,2.0
1898-01-01,,,21,0.57,,
1898-01-02,,26,7,0.00,,
1898-01-03,,25,12,0.00,,
1898-01-04,,21,0,0.00,,
1898-01-05,,38,5,0.09,,
1898-01-06,,43,19,0.00,,
1898-01-07,,42,34,0.02,,
1898-01-08,,57,28,0.00,,
1898-01-09,,39,30,0.00,,
1898-01-10,,45,20,0.00,,
1898-01-11,,41,27,0.00,,
1898-01-12,,53,33,0.00,,
1898-01-13,,55,,0.05,,
1898-01-14,,,26,0.00,,
1898-01-15,,35,27,0.00,,0.0
1898-01-16,,35,,0.28,,
1898-01-17,,,12,0.00,,
1898-01-18,,34,8,0.00,,
1898-01-19,,39,14,0.00,,
1898-01-20,,43,26,0.38,,
1898-01-21,,43,34,0.64,,
1898-01-22,,40,30,0.00,,
1898-01-23,,40,32,1.22,,
1898-01-24,,32,25,0.01,,
1898-01-25,,33,17,0.00,,
1898-01-26,,31,24,0.81,,
1898-01-27,,28,11,0.00,,
1898-01-28,,15,2,0.00,,
1898-01-29,,16,-2,0.00,,
1898-01-30,,11,-2,0.00,,
1898-01-31,,33,-8,0.00,,6.0
1898-02-01,,25,1,1.38,,
1898-02-02,,15,1,0.07,,
1898-02-03,,18,-3,0.00,,
1898-02-04,,28,-3,0.00,,
1898-02-05,,41,5,0.00,,
1898-02-06,,42,25,0.16,,
1898-02-07,,45,14,0.00,,
1898-02-08,,42,21,0.00,,
1898-02-09,,45,27,0.00,,
1898-02-10,,58,33,0.00,,
1898-02-11,,43,31,0.00,,
1898-02-12,,46,35,0.00,,
1898-02-13,,48,33,0.13,,
1898-02-14,,42,20,0.00,,
1898-02-15,,43,24,0.00,,8.0
1898-02-16,,25,23,0.00,,
1898-02-17,,30,10,0.14,,
1898-02-18,,39,15,0.00,,
1898-02-19,,37,26,0.05,,
1898-02-20,,37,33,0.00,,
1898-02-21,,38,32,2.17,,
1898-02-22,,39,32,1.07,,
1898-02-23,,40,33,0.18,,
1898-02-24,,45,31,0.00,,
1898-02-25,,49,28,0.00,,
1898-02-26,,38,25,0.00,,
1898-02-27,,42,24,0.00,,
1898-02-28,,38,25,0.00,,0.0
1898-03-01,,39,23,0.00,,
1898-03-02,,43,23,0.00,,
1898-03-03,,42,31,0.11,,
1898-03-04,,39,24,0.00,,
1898-03-05,,42,26,0.60,,
1898-03-06,,48,22,0.00,,
1898-03-07,,53,23,0.00,,
1898-03-08,,54,31,0.00,,
1898-03-09,,60,30,0.00,,
1898-03-10,,65,33,0.04,,
1898-03-11,,65,36,0.04,,
1898-03-12,,58,41,0.00,,
1898-03-13,,65,49,0.00,,
1898-03-14,,53,38,0.00,,
1898-03-15,,45,31,0.04,,0.0
1898-03-16,,45,24,0.00,,
1898-03-17,,54,35,0.22,,
1898-03-18,,57,35,0.19,,
1898-03-19,,57,40,0.00,,
1898-03-20,,61,41,0.00,,
1898-03-21,,47,36,0.08,,
1898-03-22,,52,27,0.00,,
1898-03-23,,60,36,0.00,,
1898-03-24,,46,30,0.00,,
1898-03-25,,51,28,0.00,,
1898-03-26,,49,26,0.00,,
1898-03-27,,52,32,0.00,,
1898-03-28,,52,31,0.00,,
1898-03-29,,52,41,0.00,,
1898-03-30,,50,,0.32,,
1898-03-31,,,33,0.39,,0.0
1898-04-01,,45,30,0.00,,
1898-04-02,,45,24,0.00,,
1898-04-03,,38,23,0.10,,
1898-04-04,,45,20,0.00,,
1898-04-05,,34,28,0.05,,
1898-04-06,,42,24,0.30,,
1898-04-07,,50,26,0.00,,
1898-04-08,,58,33,0.00,,
1898-04-09,,65,31,0.00,,
1898-04-10,,57,34,0.00,,
1898-04-11,,62,41,0.09,,
1898-04-12,,57,36,0.00,,
1898-04-13,,61,42,0.00,,
1898-04-14,,45,42,0.00,,
1898-04-15,,42,38,0.22,,0.0
1898-04-16,,67,38,0.78,,
1898-04-17,,73,41,0.00,,
1898-04-18,,62,52,0.00,,
1898-04-19,,55,32,0.00,,
1898-04-20,,52,36,0.54,,
1898-04-21,,56,36,0.00,,
1898-04-22,,61,41,0.00,,
1898-04-23,,57,46,0.16,,
1898-04-24,,47,45,1.01,,
1898-04-25,,45,41,0.97,,
1898-04-26,,47,35,0.09,,
1898-04-27,,47,30,0.00,,
1898-04-28,,47,37,0.00,,
1898-04-29,,56,35,0.76,,
1898-04-30,,66,39,0.19,,0.0
1898-05-01,,67,46,0.00,,
1898-05-02,,56,44,0.00,,
1898-05-03,,49,42,0.00,,
1898-05-04,,59,40,0.21,,
1898-05-05,,64,44,0.00,,
1898-05-06,,63,43,0.28,,
1898-05-07,,65,38,0.00,,
1898-05-08,,50,43,0.00,,
1898-05-09,,61,40,0.00,,
1898-05-10,,65,31,0.00,,
1898-05-11,,69,42,0.00,,
1898-05-12,,72,50,0.00,,
1898-05-13,,73,52,0.00,,
1898-05-14,,67,46,0.00,,
1898-05-15,,61,44,0.00,,0.0
1898-05-16,,65,48,0.36,,
1898-05-17,,69,48,0.06,,
1898-05-18,,72,44,0.00,,
1898-05-19,,84,54,0.00,,
1898-05-20,,83,63,0.00,,
1898-05-21,,69,52,0.00,,
1898-05-22,,70,44,0.00,,
1898-05-23,,70,44,0.00,,
1898-05-24,,59,52,0.06,,
1898-05-25,,53,51,0.95,,
1898-05-26,,53,48,0.38,,
1898-05-27,,58,48,1.43,,
1898-05-28,,66,50,0.00,,
1898-05-29,,71,53,0.00,,
1898-05-30,,76,58,0.00,,
1898-05-31,,74,54,0.00,,0.0
1898-06-01,,67,55,0.00,,
1898-06-02,,59,54,0.07,,
1898-06-03,,60,53,0.03,,
1898-06-04,,56,51,0.46,,
1898-06-05,,67,50,0.19,,
1898-06-06,,76,48,0.00,,
1898-06-07,,80,55,0.00,,
1898-06-08,,85,53,0.00,,
1898-06-09,,86,63,0.03,,
1898-06-10,,69,60,0.00,,
1898-06-11,,82,55,0.00,,
1898-06-12,,87,63,0.00,,
1898-06-13,,83,60,0.00,,
1898-06-14,,,,0.00,,
1898-06-15,,,65,0.15,,0.0
1898-06-16,,74,42,0.00,,
1898-06-17,,78,49,0.00,,
1898-06-18,,79,53,0.00,,
1898-06-19,,71,59,0.00,,
1898-06-20,,77,56,0.50,,
1898-06-21,,72,56,0.18,,
1898-06-22,,71,48,0.00,,
1898-06-23,,73,57,0.00,,
1898-06-24,,84,58,0.00,,
1898-06-25,,90,65,0.00,,
1898-06-26,,90,71,0.00,,
1898-06-27,,86,61,0.00,,
1898-06-28,,70,64,0.00,,
1898-06-29,,85,60,0.05,,
1898-06-30,,85,64,0.00,,
1898-07-01,,90,64,0.00,,
1898-07-02,,94,61,0.00,,
1898-07-03,,99,67,0.00,,
1898-07-04,,96,74,0.00,,
1898-07-05,,76,62,0.32,,
1898-07-06,,80,52,0.00,,
1898-07-07,,83,51,0.00,,
1898-07-08,,89,55,0.00,,
1898-07-09,,78,66,0.28,,
1898-07-10,,76,53,0.00,,
1898-07-11,,72,51,0.00,,
1898-07-12,,71,52,0.00,,
1898-07-13,,75,56,0.37,,
1898-07-14,,85,55,1.78,,
1898-07-15,,86,67,0.00,,0.0
1898-07-16,,83,59,0.00,,
1898-07-17,,80,56,0.00,,
1898-07-18,,83,61,0.00,,
1898-07-19,,83,68,0.56,,
1898-07-20,,86,69,0.00,,
1898-07-21,,90,67,0.00,,
1898-07-22,,76,65,0.32,,
1898-07-23,,74,56,0.00,,
1898-07-24,,80,61,0.00,,
1898-07-25,,76,63,0.00,,
1898-07-26,,82,66,0.00,,
1898-07-27,,78,68,0.26,,
1898-07-28,,82,66,0.00,,
1898-07-29,,89,67,0.22,,
1898-07-30,,94,73,0.00,,
1898-07-31,,80,68,0.14,,
1898-08-01,,81,65,0.00,,
1898-08-02,,87,66,0.00,,
1898-08-03,,84,61,0.00,,
1898-08-04,,90,68,0.32,,
1898-08-05,,78,65,0.98,,
1898-08-06,,83,58,0.09,,
1898-08-07,,86,64,0.00,,
1898-08-08,,89,70,0.10,,
1898-08-09,,82,68,0.28,,
1898-08-10,,76,65,0.00,,
1898-08-11,,71,62,2.28,,
1898-08-12,,79,61,0.10,,
1898-08-13,,81,65,0.12,,
1898-08-14,,78,55,0.00,,
1898-08-15,,81,61,0.00,,0.0
1898-08-16,,85,59,0.00,,
1898-08-17,,87,67,0.00,,
1898-08-18,,85,65,0.92,,
1898-08-19,,72,68,0.26,,
1898-08-20,,79,57,1.45,,
1898-08-21,,84,55,0.00,,
1898-08-22,,88,63,0.00,,
1898-08-23,,88,70,0.00,,
1898-08-24,,92,68,0.31,,
1898-08-25,,84,69,0.00,,
1898-08-26,,78,64,0.08,,
1898-08-27,,74,56,0.00,,
1898-08-28,,73,49,0.00,,
1898-08-29,,81,51,0.00,,
1898-08-30,,85,64,0.00,,
1898-08-31,,85,65,0.00,,0.0
1898-09-01,,82,68,0.00,,
1898-09-02,,90,67,0.00,,
1898-09-03,,86,68,0.26,,
1898-09-04,,90,64,0.00,,
1898-09-05,,86,73,0.00,,
1898-09-06,,86,69,0.00,,
1898-09-07,,90,69,0.00,,
1898-09-08,,74,57,0.57,,
1898-09-09,,77,51,0.00,,
1898-09-10,,79,50,0.00,,
1898-09-11,,70,46,0.00,,
1898-09-12,,69,47,0.00,,
1898-09-13,,73,40,0.00,,
1898-09-14,,75,44,0.00,,
1898-09-15,,72,55,0.00,,0.0
1898-09-16,,78,59,0.00,,
1898-09-17,,84,62,0.06,,
1898-09-18,,81,59,0.00,,
1898-09-19,,75,59,0.00,,
1898-09-20,,67,49,0.00,,
1898-09-21,,66,40,0.00,,
1898-09-22,,73,44,0.00,,
1898-09-23,,77,,0.49,,
1898-09-24,,,50,0.12,,
1898-09-25,,65,44,0.09,,
1898-09-26,,72,48,0.00,,
1898-09-27,,66,56,0.13,,
1898-09-28,,74,44,0.00,,
1898-09-29,,77,45,0.00,,
1898-09-30,,82,52,0.00,,0.0
1898-10-01,,79,59,0.00,,
1898-10-02,,73,54,0.00,,
1898-10-03,,83,56,0.00,,
1898-10-04,,85,,0.00,,
1898-10-05,,,55,0.74,,
1898-10-06,,62,55,0.50,,
1898-10-07,,66,36,0.00,,
1898-10-08,,60,51,0.20,,
1898-10-09,,66,44,0.00,,
1898-10-10,,67,34,0.00,,
1898-10-11,,70,40,0.00,,
1898-10-12,,69,57,0.78,,
1898-10-13,,58,39,0.00,,
1898-10-14,,56,40,0.00,,
1898-10-15,,53,47,0.75,,0.0
1898-10-16,,51,39,0.04,,
1898-10-17,,53,39,0.00,,
1898-10-18,,52,29,0.00,,
1898-10-19,,57,40,0.00,,
1898-10-20,,65,46,0.81,,
1898-10-21,,67,45,0.00,,
1898-10-22,,69,50,1.16,,
1898-10-23,,59,46,0.16,,
1898-10-24,,66,40,0.00,,
1898-10-25,,68,44,0.00,,
1898-10-26,,67,51,0.00,,
1898-10-27,,55,49,1.47,,
1898-10-28,,48,31,0.00,,
1898-10-29,,45,33,0.00,,
1898-10-30,,49,39,0.10,,
1898-10-31,,50,36,0.00,,0.0
1898-11-01,,56,33,0.00,,
1898-11-02,,62,38,0.00,,
1898-11-03,,60,36,0.00,,
1898-11-04,,62,32,0.00,,
1898-11-05,,60,37,0.00,,
1898-11-06,,58,43,0.31,,
1898-11-07,,49,37,0.07,,
1898-11-08,,59,30,0.00,,
1898-11-09,,61,40,0.00,,
1898-11-10,,48,41,0.06,,
1898-11-11,,46,36,1.39,,
1898-11-12,,47,27,0.00,,
1898-11-13,,52,28,0.00,,
1898-11-14,,48,43,0.18,,
1898-11-15,,47,31,0.00,,
1898-11-16,,53,35,0.00,,
1898-11-17,,47,33,0.02,,
1898-11-18,,47,36,0.22,,
1898-11-19,,48,43,0.53,,
1898-11-20,,50,41,0.75,,
1898-11-21,,51,33,0.00,,
1898-11-22,,40,30,0.00,,
1898-11-23,,46,34,0.00,,
1898-11-24,,43,,0.00,,
1898-11-25,,,29,0.34,,
1898-11-26,,33,19,0.00,,
1898-11-27,,31,23,1.56,,
1898-11-28,,35,22,0.97,,
1898-11-29,,39,21,0.00,,
1898-11-30,,38,24,0.23,,
1898-12-01,,40,29,0.38,,
1898-12-02,,42,25,0.00,,
1898-12-03,,42,20,0.00,,
1898-12-04,,45,28,0.00,,
1898-12-05,,44,38,0.80,,
1898-12-06,,39,34,0.00,,
1898-12-07,,40,30,0.00,,
1898-12-08,,33,22,0.00,,
1898-12-09,,29,18,0.00,,
1898-12-10,,32,19,0.00,,
1898-12-11,,34,24,0.00,,
1898-12-12,,23,20,0.00,,
1898-12-13,,21,10,0.43,,
1898-12-14,,21,-6,0.00,,
1898-12-15,,29,9,0.00,,11.0
1898-12-16,,38,7,0.00,,
1898-12-17,,43,17,0.00,,
1898-12-18,,42,27,0.00,,
1898-12-19,,34,21,0.00,,
1898-12-20,,37,31,0.21,,
1898-12-21,,39,27,0.18,,
1898-12-22,,45,32,0.00,,
1898-12-23,,46,35,0.50,,
1898-12-24,,45,27,0.00,,
1898-12-25,,37,24,0.00,,
1898-12-26,,38,18,0.00,,
1898-12-27,,37,17,0.00,,
1898-12-28,,28,20,0.00,,
1898-12-29,,52,4,0.00,,
1898-12-30,,50,18,0.00,,
1898-12-31,,40,,0.03,,3.0
1899-01-01,,,8,1.02,,
1899-01-02,,24,-9,0.00,,
1899-01-03,,41,3,0.00,,
1899-01-04,,54,21,0.00,,
1899-01-05,,52,40,0.00,,
1899-01-06,,40,30,0.15,,
1899-01-07,,30,24,0.87,,
1899-01-08,,37,17,0.00,,
1899-01-09,,40,,0.00,,
1899-01-10,,,3,0.00,,
1899-01-11,,22,-2,0.00,,
1899-01-12,,31,7,0.00,,
1899-01-13,,33,11,0.00,,
1899-01-14,,45,20,0.13,,
1899-01-15,,45,31,0.29,,1.0
1899-01-16,,44,28,0.00,,
1899-01-17,,49,,0.84,,
1899-01-18,,,27,0.00,,
1899-01-19,,36,12,0.00,,
1899-01-20,,48,14,0.00,,
1899-01-21,,45,25,0.00,,
1899-01-22,,44,29,0.00,,
1899-01-23,,44,28,0.00,,
1899-01-24,,49,30,0.00,,
1899-01-25,,34,28,1.66,,
1899-01-26,,45,19,0.00,,
1899-01-27,,30,26,0.00,,
1899-01-28,,26,5,0.00,,
1899-01-29,,28,13,0.00,,
1899-01-30,,33,8,0.00,,
1899-01-31,,22,15,0.00,,0.0
1899-02-01,,,,0.09,,
1899-02-02,,,,0.00,,
1899-02-03,,35,,0.00,,
1899-02-04,,35,,0.85,,
1899-02-05,,23,,0.00,,
1899-02-06,,31,,0.05,,
1899-02-07,,29,,0.18,,
1899-02-08,,37,,0.56,,
1899-02-09,,,,0.41,,
1899-02-10,,10,,0.00,,
1899-02-11,,9,,0.00,,
1899-02-12,,9,,0.14,,
1899-02-13,,17,,0.78,,
1899-02-14,,26,,1.61,,
1899-02-15,,33,,0.00,,26.0
1899-02-16,,42,,0.00,,
1899-02-17,,48,,0.24,,
1899-02-18,,57,,0.00,,
1899-02-19,,44,,0.34,,
1899-02-20,,51,,0.00,,
1899-02-21,,47,,0.00,,
1899-02-22,,48,,0.00,,
1899-02-23,,45,,0.00,,
1899-02-24,,35,,0.00,,
1899-02-25,,36,,0.00,,
1899-02-26,,49,,0.00,,
1899-02-27,,48,,0.16,,
1899-02-28,,42,,0.00,,6.0
1899-03-01,,45,,0.00,,
1899-03-02,,38,26,0.00,,
1899-03-03,,36,27,0.80,,
1899-03-04,,38,31,0.05,,
1899-03-05,,55,33,0.45,,
1899-03-06,,47,31,0.05,,
1899-03-07,,44,28,0.45,,
1899-03-08,,35,20,0.15,,
1899-03-09,,36,19,0.00,,
1899-03-10,,37,20,0.00,,
1899-03-11,,50,27,0.00,,
1899-03-12,,63,32,0.00,,
1899-03-13,,48,,0.05,,
1899-03-14,,,26,0.00,,
1899-03-15,,41,26,0.00,,0.0
1899-03-16,,45,,0.84,,
1899-03-17,,,14,0.00,,
1899-03-18,,33,17,0.00,,
1899-03-19,,35,21,1.19,,
1899-03-20,,34,27,0.53,,
1899-03-21,,31,15,0.00,,
1899-03-22,,34,21,0.04,,
1899-03-23,,36,29,0.60,,
1899-03-24,,38,28,0.78,,
1899-03-25,,36,20,0.00,,
1899-03-26,,39,23,0.24,,
1899-03-27,,45,23,0.05,,
1899-03-28,,51,29,0.00,,
1899-03-29,,51,25,0.40,,
1899-03-30,,38,27,0.00,,
1899-03-31,,44,29,0.00,,1.0
1899-04-01,,43,33,0.00,,
1899-04-02,,38,26,0.00,,
1899-04-03,,46,26,0.00,,
1899-04-04,,48,28,0.00,,
1899-04-05,,48,26,0.00,,
1899-04-06,,50,28,0.00,,
1899-04-07,,56,30,0.00,,
1899-04-08,,67,35,0.73,,
1899-04-09,,50,37,0.00,,
1899-04-10,,51,31,0.00,,
1899-04-11,,49,28,0.00,,
1899-04-12,,51,29,0.00,,
1899-04-13,,56,36,0.10,,
1899-04-14,,59,37,0.02,,
1899-04-15,,66,46,0.00,,0.0
1899-04-16,,49,38,0.00,,
1899-04-17,,58,33,0.52,,
1899-04-18,,68,37,0.00,,
1899-04-19,,54,38,0.00,,
1899-04-20,,52,32,0.00,,
1899-04-21,,61,41,0.00,,
1899-04-22,,71,31,0.00,,
1899-04-23,,77,44,0.00,,
1899-04-24,,62,43,0.00,,
1899-04-25,,87,45,0.00,,
1899-04-26,,71,55,0.00,,
1899-04-27,,61,44,0.00,,
1899-04-28,,72,37,0.00,,
1899-04-29,,82,40,0.00,,
1899-04-30,,82,51,0.00,,0.0
1899-05-01,,90,59,0.00,,
1899-05-02,,67,,0.30,,
1899-05-03,,,45,0.00,,
1899-05-04,,67,34,0.00,,
1899-05-05,,65,42,0.00,,
1899-05-06,,76,38,0.00,,
1899-05-07,,82,47,0.00,,
1899-05-08,,64,56,0.00,,
1899-05-09,,72,47,0.00,,
1899-05-10,,74,45,0.00,,
1899-05-11,,73,44,0.00,,
1899-05-12,,74,48,0.00,,
1899-05-13,,73,43,0.00,,
1899-05-14,,70,49,0.11,,
1899-05-15,,65,38,0.00,,0.0
1899-05-16,,61,42,0.00,,
1899-05-17,,62,46,0.00,,
1899-05-18,,53,42,0.00,,
1899-05-19,,53,46,0.90,,
1899-05-20,,55,47,0.00,,
1899-05-21,,57,45,0.11,,
1899-05-22,,63,43,0.04,,
1899-05-23,,67,41,0.00,,
1899-05-24,,75,41,0.00,,
1899-05-25,,82,44,0.00,,
1899-05-26,,83,48,0.00,,
1899-05-27,,81,54,0.00,,
1899-05-28,,72,58,0.00,,
1899-05-29,,75,49,0.00,,
1899-05-30,,84,51,0.00,,
1899-05-31,,87,57,0.00,,0.0
1899-06-01,,90,59,0.00,,
1899-06-02,,88,61,0.00,,
1899-06-03,,81,62,0.00,,
1899-06-04,,82,53,0.00,,
1899-06-05,,93,60,0.00,,
1899-06-06,,94,,0.00,,
1899-06-07,,,60,0.00,,
1899-06-08,,90,52,0.34,,
1899-06-09,,80,58,0.00,,
1899-06-10,,74,60,0.00,,
1899-06-11,,80,50,0.00,,
1899-06-12,,83,52,0.00,,
1899-06-13,,90,60,0.00,,
1899-06-14,,94,66,0.00,,
1899-06-15,,83,63,0.00,,0.0
1899-06-16,,76,60,0.45,,
1899-06-17,,74,54,0.00,,
1899-06-18,,80,56,0.00,,
1899-06-19,,86,53,0.00,,
1899-06-20,,90,57,0.00,,
1899-06-21,,78,59,0.65,,
1899-06-22,,76,51,0.00,,
1899-06-23,,83,53,0.00,,
1899-06-24,,91,62,0.00,,
1899-06-25,,78,65,0.13,,
1899-06-26,,83,58,0.07,,
1899-06-27,,81,50,0.00,,
1899-06-28,,83,55,0.05,,
1899-06-29,,77,54,1.21,,
1899-06-30,,77,53,0.00,,0.0
1899-07-01,,82,48,0.00,,
1899-07-02,,86,59,0.00,,
1899-07-03,,94,62,0.00,,
1899-07-04,,93,66,0.00,,
1899-07-05,,90,64,0.00,,
1899-07-06,,91,73,0.00,,
1899-07-07,,88,69,0.00,,
1899-07-08,,77,62,0.00,,
1899-07-09,,82,77,0.73,,
1899-07-10,,84,58,0.24,,
1899-07-11,,88,59,0.00,,
1899-07-12,,85,62,0.00,,
1899-07-13,,82,61,0.00,,
1899-07-14,,86,57,0.00,,
1899-07-15,,86,61,0.00,,0.0
1899-07-16,,76,69,0.00,,
1899-07-17,,88,64,0.00,,
1899-07-18,,83,67,0.00,,
1899-07-19,,82,62,0.00,,
1899-07-20,,82,51,0.00,,
1899-07-21,,90,58,0.00,,
1899-07-22,,75,67,0.00,,
1899-07-23,,72,59,0.00,,
1899-07-24,,76,56,0.00,,
1899-07-25,,76,55,0.02,,
1899-07-26,,85,52,0.81,,
1899-07-27,,92,64,0.61,,
1899-07-28,,83,61,0.00,,
1899-07-29,,89,59,0.00,,
1899-07-30,,81,67,0.08,,
1899-07-31,,79,53,0.00,,0.0
1899-08-01,,85,55,0.00,,
1899-08-02,,86,59,0.00,,
1899-08-03,,81,64,0.00,,
1899-08-04,,82,63,0.00,,
1899-08-05,,91,66,0.22,,
1899-08-06,,86,69,0.00,,
1899-08-07,,80,56,0.00,,
1899-08-08,,75,51,0.00,,
1899-08-09,,77,45,0.00,,
1899-08-10,,74,53,0.00,,
1899-08-11,,64,57,1.24,,
1899-08-12,,81,58,0.01,,
1899-08-13,,88,64,0.00,,
1899-08-14,,77,60,0.00,,
1899-08-15,,77,49,0.00,,0.0
1899-08-16,,83,49,0.00,,
1899-08-17,,87,52,0.00,,
1899-08-18,,90,52,0.00,,
1899-08-19,,92,58,0.00,,
1899-08-20,,87,57,0.00,,
1899-08-21,,81,62,0.00,,
1899-08-22,,76,64,0.01,,
1899-08-23,,71,64,1.05,,
1899-08-24,,67,62,0.02,,
1899-08-25,,75,61,0.04,,
1899-08-26,,75,60,0.00,,
1899-08-27,,73,51,0.00,,
1899-08-28,,77,51,0.00,,
1899-08-29,,74,62,0.00,,
1899-08-30,,76,58,0.00,,
1899-08-31,,86,59,0.00,,0.0
1899-09-01,,86,66,0.00,,
1899-09-02,,72,60,0.40,,
1899-09-03,,78,60,0.00,,
1899-09-04,,73,58,0.00,,
1899-09-05,,75,46,0.00,,
1899-09-06,,75,60,0.00,,
1899-09-07,,79,47,0.00,,
1899-09-08,,83,58,0.00,,
1899-09-09,,72,61,0.00,,
1899-09-10,,73,47,0.00,,
1899-09-11,,66,46,0.00,,
1899-09-12,,70,55,0.15,,
1899-09-13,,75,54,0.00,,
1899-09-14,,65,42,0.00,,
1899-09-15,,65,39,0.00,,0.0
1899-09-16,,72,39,0.00,,
1899-09-17,,78,46,0.00,,
1899-09-18,,82,54,0.00,,
1899-09-19,,83,60,0.00,,
1899-09-20,,71,61,3.01,,
1899-09-21,,74,56,0.16,,
1899-09-22,,72,47,0.45,,
1899-09-23,,62,45,0.00,,
1899-09-24,,76,41,0.00,,
1899-09-25,,76,49,0.00,,
1899-09-26,,69,60,0.13,,
1899-09-27,,62,50,0.01,,
1899-09-28,,69,41,0.00,,
1899-09-29,,73,50,0.00,,
1899-09-30,,62,52,0.00,,0.0
1899-10-01,,53,35,0.00,,
1899-10-02,,47,27,0.00,,
1899-10-03,,51,31,0.00,,
1899-10-04,,64,29,0.00,,
1899-10-05,,72,46,0.00,,
1899-10-06,,55,47,0.00,,
1899-10-07,,62,43,0.49,,
1899-10-08,,55,36,0.00,,
1899-10-09,,57,49,0.22,,
1899-10-10,,67,48,0.04,,
1899-10-11,,69,45,0.00,,
1899-10-12,,75,54,0.00,,
1899-10-13,,71,49,0.00,,
1899-10-14,,77,51,0.00,,
1899-10-15,,76,51,0.00,,0.0
1899-10-16,,61,55,0.00,,
1899-10-17,,70,46,0.00,,
1899-10-18,,70,60,0.20,,
1899-10-19,,71,,0.19,,
1899-10-20,,,46,0.05,,
1899-10-21,,46,30,0.05,,
1899-10-22,,53,27,0.00,,
1899-10-23,,53,43,0.04,,
1899-10-24,,61,42,0.00,,
1899-10-25,,74,46,0.00,,
1899-10-26,,73,51,0.00,,
1899-10-27,,60,55,0.00,,
1899-10-28,,69,49,0.04,,
1899-10-29,,71,51,0.08,,
1899-10-30,,60,41,0.15,,
1899-10-31,,53,45,0.00,,0.0
1899-11-01,,63,,1.48,,
1899-11-02,,,38,0.00,,
1899-11-03,,51,28,0.00,,
1899-11-04,,57,41,0.83,,
1899-11-05,,55,37,0.00,,
1899-11-06,,49,34,0.00,,
1899-11-07,,56,27,0.00,,
1899-11-08,,62,33,0.00,,
1899-11-09,,60,40,0.00,,
1899-11-10,,59,39,0.00,,
1899-11-11,,41,31,0.00,,
1899-11-12,,35,31,1.10,,
1899-11-13,,40,23,0.00,,
1899-11-14,,43,23,0.00,,
1899-11-15,,47,32,0.00,,0.0
1899-11-16,,49,31,0.07,,
1899-11-17,,36,25,0.00,,
1899-11-18,,52,23,0.00,,
1899-11-19,,53,36,0.00,,
1899-11-20,,49,38,0.05,,
1899-11-21,,44,30,0.00,,
1899-11-22,,47,31,0.03,,
1899-11-23,,47,33,0.00,,
1899-11-24,,47,30,0.00,,
1899-11-25,,39,26,0.00,,
1899-11-26,,43,26,0.00,,
1899-11-27,,44,26,0.00,,
1899-11-28,,43,32,0.00,,
1899-11-29,,51,31,0.00,,
1899-11-30,,47,32,0.00,,0.0
1899-12-01,,54,30,0.00,,
1899-12-02,,52,35,0.02,,
1899-12-03,,54,34,0.00,,
1899-12-04,,52,,0.00,,
1899-12-05,,,27,0.00,,
1899-12-06,,35,25,0.00,,
1899-12-07,,36,18,0.00,,
