"CAMBRIDGE, MA US (USC00191097)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
1887-01-12,,31,13,0.00,0.0,
1887-01-13,,35,25,0.00,0.0,
1887-01-14,,36,,1.41,7.0,
1887-01-15,,,9,0.00,0.0,
1887-01-16,,21,6,0.46,0.0,
1887-01-17,,34,11,0.80,4.0,
1887-01-18,,20,13,0.53,0.0,
1887-01-19,,23,-11,0.00,0.0,
1887-01-20,,42,1,0.00,0.0,
1887-01-21,,40,22,0.00,0.0,
1887-01-22,,45,12,0.00,0.0,
1887-01-23,,48,21,0.00,0.0,
1887-01-24,,50,,0.00,0.0,
1887-01-25,,,22,0.92,0.0,
1887-01-26,,41,30,0.00,0.0,
1887-01-27,,35,1,0.22,0.0,
1887-01-28,,51,8,0.00,0.0,
1887-01-29,,52,34,0.02,0.0,
1887-01-30,,38,34,1.03,0.0,
1887-01-31,,,,0.08,0.0,
1887-02-01,,,17,,,
1887-02-02,,23,14,,,
1887-02-03,,31,8,0.96,,
1887-02-04,,28,16,0.03,,
1887-02-05,,28,3,,,
1887-02-06,,38,10,0.02,,
1887-02-07,,33,26,0.02,,
1887-02-08,,41,23,0.23,,
1887-02-09,,39,32,0.24,,
1887-02-10,,40,17,,,
1887-02-11,,40,,0.23,,
1887-02-12,,,13,0.11,,
1887-02-13,,16,7,,,
1887-02-14,,41,4,,,
1887-02-15,,43,15,,,
1887-02-16,,45,34,0.17,,
1887-02-17,,41,34,,,
1887-02-18,,39,24,,,
1887-02-19,,43,32,1.83,,
1887-02-20,,34,27,,,
1887-02-21,,33,25,0.03,,
1887-02-22,,35,28,,,
1887-02-23,,37,22,0.09,,
1887-02-24,,44,,0.55,,
1887-02-25,,,13,,,
1887-02-26,,37,11,,,
1887-02-27,,38,21,0.44,,
1887-02-28,,20,11,,,
1887-03-01,,35,7,0.00,0.0,
1887-03-02,,39,16,0.00,0.0,
1887-03-03,,29,24,0.00,0.0,
1887-03-04,,32,17,0.00,0.0,
1887-03-05,,32,8,0.00,0.0,
1887-03-06,,33,18,1.54,8.3,
1887-03-07,,40,23,0.19,0.0,
1887-03-08,,42,27,0.00,0.0,
1887-03-09,,38,17,0.00,0.0,
1887-03-10,,37,32,1.00,0.0,
1887-03-11,,34,23,0.13,0.0,
1887-03-12,,38,22,0.00,0.0,
1887-03-13,,44,22,0.00,0.0,
1887-03-14,,44,29,0.00,0.0,
1887-03-15,,32,17,0.01,0.0,
1887-03-16,,35,20,0.00,0.0,
1887-03-17,,40,25,0.01,0.0,
1887-03-18,,41,28,0.07,0.0,
1887-03-19,,42,34,0.09,0.0,
1887-03-20,,41,32,0.13,0.0,
1887-03-21,,49,26,0.00,0.0,
1887-03-22,,38,,0.00,0.0,
1887-03-23,,,26,0.89,0.0,
1887-03-24,,43,18,0.00,0.0,
1887-03-25,,40,30,0.02,0.0,
1887-03-26,,31,23,0.00,0.0,
1887-03-27,,35,27,0.00,0.0,
1887-03-28,,40,28,1.37,0.0,
1887-03-29,,30,25,0.20,0.0,
1887-03-30,,33,13,0.00,0.0,
1887-03-31,,40,19,0.00,0.0,
1887-04-01,,38,27,,0.0,
1887-04-02,,42,28,,0.0,
1887-04-03,,50,27,1.93,10.0,
1887-04-04,,60,37,,0.0,
1887-04-05,,46,35,0.07,0.0,
1887-04-06,,37,22,,0.0,
1887-04-07,,39,25,,0.0,
1887-04-08,,51,23,,0.0,
1887-04-09,,67,31,,0.0,
1887-04-10,,75,48,,0.0,
1887-04-11,,72,,0.01,0.0,
1887-04-12,,,34,,0.0,
1887-04-13,,45,32,,0.0,
1887-04-14,,51,28,,0.0,
1887-04-15,,50,27,,0.0,
1887-04-16,,41,36,0.55,0.0,
1887-04-17,,46,35,,0.0,
1887-04-18,,37,24,,0.0,
1887-04-19,,46,26,0.87,3.0,
1887-04-20,,52,31,,0.0,
1887-04-21,,59,33,,0.0,
1887-04-22,,63,40,,0.0,
1887-04-23,,57,40,,0.0,
1887-04-24,,63,43,0.13,0.0,
1887-04-25,,59,36,,0.0,
1887-04-26,,53,34,1.06,0.0,
1887-04-27,,57,39,,0.0,
1887-04-28,,56,41,,0.0,
1887-04-29,,59,46,0.51,0.0,
1887-04-30,,57,47,0.27,0.0,
1887-05-01,,64,44,,,
1887-05-02,,63,43,,,
1887-05-03,,73,44,,,
1887-05-04,,81,52,,,
1887-05-05,,73,53,,,
1887-05-06,,63,48,,,
1887-05-07,,59,48,0.04,,
1887-05-08,,67,47,0.13,,
1887-05-09,,70,50,,,
1887-05-10,,84,46,,,
1887-05-11,,76,62,,,
1887-05-12,,68,55,,,
1887-05-13,,61,42,,,
1887-05-14,,63,39,,,
1887-05-15,,69,42,,,
1887-05-16,,66,44,,,
1887-05-17,,66,44,,,
1887-05-18,,71,50,,,
1887-05-19,,79,52,,,
1887-05-20,,87,57,,,
1887-05-21,,67,56,,,
1887-05-22,,75,50,,,
1887-05-23,,84,56,,,
1887-05-24,,77,62,,,
1887-05-25,,73,65,,,
1887-05-26,,74,61,0.12,,
1887-05-27,,70,,0.03,,
1887-05-28,,,47,1.19,,
1887-05-29,,60,47,0.22,,
1887-05-30,,62,48,,,
1887-05-31,,60,51,,,
1887-06-01,,60,48,0.00,,
1887-06-02,,68,50,0.73,,
1887-06-03,,73,59,0.01,,
1887-06-04,,60,54,0.08,,
1887-06-05,,65,49,0.00,,
1887-06-06,,75,51,0.00,,
1887-06-07,,79,56,0.00,,
1887-06-08,,77,58,0.00,,
1887-06-09,,78,63,0.00,,
1887-06-10,,64,52,0.00,,
1887-06-11,,69,44,0.00,,
1887-06-12,,76,47,0.00,,
1887-06-13,,82,54,0.00,,
1887-06-14,,63,59,0.00,,
1887-06-15,,70,45,0.00,,
1887-06-16,,79,50,0.00,,
1887-06-17,,76,67,0.00,,
1887-06-18,,71,62,0.00,,
1887-06-19,,78,55,0.00,,
1887-06-20,,78,60,0.00,,
1887-06-21,,70,58,0.00,,
1887-06-22,,79,60,0.02,,
1887-06-23,,74,68,0.20,,
1887-06-24,,81,65,0.86,,
1887-06-25,,75,62,0.00,,
1887-06-26,,75,56,0.00,,
1887-06-27,,74,57,0.00,,
1887-06-28,,80,57,0.00,,
1887-06-29,,87,60,0.00,,
1887-06-30,,90,66,0.00,,
1887-07-01,,90,67,0.00,,
1887-07-02,,93,70,0.01,,
1887-07-03,,90,70,0.00,,
1887-07-04,,88,68,0.00,,
1887-07-05,,85,69,0.00,,
1887-07-06,,83,71,0.00,,
1887-07-07,,87,72,0.01,,
1887-07-08,,84,69,0.00,,
1887-07-09,,84,66,0.00,,
1887-07-10,,84,65,0.41,,
1887-07-11,,74,61,0.00,,
1887-07-12,,79,65,0.80,,
1887-07-13,,88,64,0.00,,
1887-07-14,,78,70,0.00,,
1887-07-15,,76,63,0.00,,
1887-07-16,,80,62,0.00,,
1887-07-17,,79,68,0.00,,
1887-07-18,,71,67,0.00,,
1887-07-19,,76,61,0.15,,
1887-07-20,,76,63,0.00,,
1887-07-21,,73,60,0.00,,
1887-07-22,,77,65,0.00,,
1887-07-23,,85,66,1.19,,
1887-07-24,,83,70,0.73,,
1887-07-25,,86,73,0.40,,
1887-07-26,,82,69,0.00,,
1887-07-27,,83,68,0.00,,
1887-07-28,,84,62,0.00,,
1887-07-29,,86,71,0.00,,
1887-07-30,,81,68,0.49,,
1887-07-31,,85,73,0.00,,
1887-08-01,,81,67,,,
1887-08-02,,74,68,,,
1887-08-03,,75,67,0.41,,
1887-08-04,,74,65,,,
1887-08-05,,83,63,,,
1887-08-06,,84,70,,,
1887-08-07,,70,61,0.13,,
1887-08-08,,72,53,,,
1887-08-09,,77,53,,,
1887-08-10,,80,57,,,
1887-08-11,,80,65,,,
1887-08-12,,83,68,0.31,,
1887-08-13,,70,56,,,
1887-08-14,,73,51,,,
1887-08-15,,77,55,,,
1887-08-16,,79,61,,,
1887-08-17,,75,61,,,
1887-08-18,,77,63,0.34,,
1887-08-19,,81,61,0.11,,
1887-08-20,,72,64,,,
1887-08-21,,75,57,,,
1887-08-22,,75,,0.99,,
1887-08-23,,,61,,,
1887-08-24,,63,58,0.64,,
1887-08-25,,69,60,0.77,,
1887-08-26,,69,51,,,
1887-08-27,,70,53,,,
1887-08-28,,69,52,0.01,,
1887-08-29,,70,53,,,
1887-08-30,,68,52,0.01,,
1887-08-31,,65,51,,,
1887-09-01,,69,46,,,
1887-09-02,,71,53,,,
1887-09-03,,68,58,0.02,,
1887-09-04,,71,56,,,
1887-09-05,,75,52,,,
1887-09-06,,76,56,,,
1887-09-07,,79,65,0.30,,
1887-09-08,,65,58,0.19,,
1887-09-09,,69,46,,,
1887-09-10,,73,57,0.21,,
1887-09-11,,60,44,,,
1887-09-12,,61,48,0.02,,
1887-09-13,,70,55,0.18,,
1887-09-14,,75,59,,,
1887-09-15,,73,56,,,
1887-09-16,,62,53,,,
1887-09-17,,62,52,,,
1887-09-18,,67,42,,,
1887-09-19,,72,49,,,
1887-09-20,,64,49,,,
1887-09-21,,72,43,,,
1887-09-22,,68,,0.13,,
1887-09-23,,,51,0.02,,
1887-09-24,,,37,,,
1887-09-25,,,,,,
1887-09-26,,56,,,,
1887-09-27,,60,37,,,
1887-09-28,,66,46,,,
1887-09-29,,62,51,,,
1887-09-30,,62,56,0.04,,
1887-10-01,,60,53,0.22,,
1887-10-02,,66,55,0.88,,
1887-10-03,,66,50,0.09,,
1887-10-04,,66,50,0.10,,
1887-10-05,,61,46,0.01,,
1887-10-06,,64,46,,,
1887-10-07,,70,52,,,
1887-10-08,,69,50,,,
1887-10-09,,65,53,,,
1887-10-10,,70,,,,
1887-10-11,,,46,,,
1887-10-12,,55,37,0.88,,
1887-10-13,,60,33,,,
1887-10-14,,54,42,,,
1887-10-15,,53,33,,,
1887-10-16,,60,30,,,
1887-10-17,,66,42,,,
1887-10-18,,70,54,0.01,,
1887-10-19,,56,45,,,
1887-10-20,,53,35,,,
1887-10-21,,50,46,,,
1887-10-22,,47,37,1.17,,
1887-10-23,,63,32,,,
1887-10-24,,66,41,,,
1887-10-25,,48,38,,,
1887-10-26,,45,29,,,
1887-10-27,,49,34,,,
1887-10-28,,51,39,,,
1887-10-29,,54,32,,,
1887-10-30,,48,40,,,
1887-10-31,,45,26,,,
1887-11-01,,40,34,,,
1887-11-02,,51,26,,,
1887-11-03,,55,37,,,
1887-11-04,,64,38,,,
1887-11-05,,43,30,,,
1887-11-06,,53,23,,,
1887-11-07,,64,41,,,
1887-11-08,,61,43,,,
1887-11-09,,44,25,,,
1887-11-10,,48,22,,,
1887-11-11,,42,35,0.88,,
1887-11-12,,43,33,0.01,,
1887-11-13,,45,30,,,
1887-11-14,,50,30,,,
1887-11-15,,51,40,,,
1887-11-16,,45,34,1.22,,
1887-11-17,,51,35,,,
1887-11-18,,44,31,,,
1887-11-19,,52,25,,,
1887-11-20,,49,,0.20,,
1887-11-21,,,24,,,
1887-11-22,,45,26,,,
1887-11-23,,48,29,,,
1887-11-24,,41,37,0.03,,
1887-11-25,,46,35,0.20,,
1887-11-26,,55,33,0.07,,
1887-11-27,,64,38,0.02,,
1887-11-28,,66,,0.01,,
1887-11-29,,,26,0.22,,
1887-11-30,,28,19,,,
1887-12-01,,23,5,0.00,,
1887-12-02,,39,10,0.00,,
1887-12-03,,44,22,0.02,,
1887-12-04,,43,29,0.01,,
1887-12-05,,46,37,0.01,,
1887-12-06,,41,30,0.09,,
1887-12-07,,40,24,0.00,,
1887-12-08,,45,35,0.00,,
1887-12-09,,39,28,0.00,,
1887-12-10,,55,29,0.00,,
1887-12-11,,57,38,0.55,,
1887-12-12,,54,,0.21,,
1887-12-13,,,33,0.00,,
1887-12-14,,42,27,0.00,,
1887-12-15,,42,33,0.00,,
1887-12-16,,35,33,0.67,,
1887-12-17,,40,25,0.00,,
1887-12-18,,35,31,0.49,,
1887-12-19,,37,28,0.09,,
1887-12-20,,45,25,0.00,,
1887-12-21,,35,32,0.29,,
1887-12-22,,34,26,0.02,,
1887-12-23,,26,12,0.01,,
1887-12-24,,31,14,0.00,,
1887-12-25,,28,23,0.01,,
1887-12-26,,26,18,0.00,,
1887-12-27,,35,13,0.00,,
1887-12-28,,45,8,0.47,,
1887-12-29,,24,,0.77,,
1887-12-30,,,7,0.00,,
1887-12-31,,35,3,0.00,,
1888-01-01,,54,11,,0.0,
1888-01-02,,39,,1.18,0.0,
1888-01-03,,,25,,0.0,
1888-01-04,,28,19,,0.0,
1888-01-05,,24,17,0.07,0.7,
1888-01-06,,32,12,,0.0,
1888-01-07,,38,23,,0.0,
1888-01-08,,34,,,0.0,
1888-01-09,,,12,0.17,0.0,
1888-01-10,,25,16,,0.0,
1888-01-11,,21,13,0.12,1.2,
1888-01-12,,24,2,,0.0,
1888-01-13,,41,3,,0.0,
1888-01-14,,33,23,0.32,3.2,
1888-01-15,,39,,,0.0,
1888-01-16,,,6,0.05,0.5,
1888-01-17,,31,2,,0.0,
1888-01-18,,29,11,,0.0,
1888-01-19,,17,8,0.80,0.0,
1888-01-20,,18,6,,8.0,
1888-01-21,,12,3,,0.0,
1888-01-22,,12,-6,,0.0,
1888-01-23,,19,-7,,0.0,
1888-01-24,,18,10,0.03,0.3,
1888-01-25,,37,-7,,0.0,
1888-01-26,,28,3,0.77,0.0,
1888-01-27,,9,3,0.05,0.5,
1888-01-28,,2,-6,,0.0,
1888-01-29,,20,-10,,0.0,
1888-01-30,,27,1,,0.0,
1888-01-31,,26,13,,0.0,
1888-02-01,,26,6,0.00,0.0,
1888-02-02,,33,13,0.00,0.0,
1888-02-03,,35,20,0.00,0.0,
1888-02-04,,43,10,0.00,0.0,
1888-02-05,,45,28,0.44,0.0,
1888-02-06,,31,29,0.00,0.0,
1888-02-07,,36,11,0.00,0.0,
1888-02-08,,38,20,0.05,0.0,
1888-02-09,,20,12,0.08,0.8,
1888-02-10,,16,-3,0.00,0.0,
1888-02-11,,28,4,0.00,0.0,
1888-02-12,,31,15,0.78,7.8,
1888-02-13,,42,20,0.00,0.0,
1888-02-14,,48,25,0.00,0.0,
1888-02-15,,26,24,0.00,0.0,
1888-02-16,,32,-5,0.00,0.0,
1888-02-17,,34,4,0.00,0.0,
1888-02-18,,35,23,0.00,0.0,
1888-02-19,,37,17,0.00,0.0,
1888-02-20,,48,24,0.00,0.0,
1888-02-21,,43,37,1.07,0.0,
1888-02-22,,39,28,0.00,0.0,
1888-02-23,,40,23,0.00,0.0,
1888-02-24,,41,28,0.00,0.0,
1888-02-25,,41,29,0.00,0.0,
1888-02-26,,48,33,0.85,0.0,
1888-02-27,,32,,0.00,0.0,
1888-02-28,,,9,0.00,0.0,
1888-02-29,,28,7,0.00,0.0,
1888-03-01,,35,16,0.00,,
1888-03-02,,33,15,0.00,,
1888-03-03,,34,25,0.11,,
1888-03-04,,28,14,0.00,,
1888-03-05,,31,13,0.00,,
1888-03-06,,26,,0.00,,
1888-03-07,,32,11,0.00,,
1888-03-08,,37,16,0.00,,
1888-03-09,,41,29,0.00,,
1888-03-10,,40,28,0.00,,
1888-03-11,,39,27,0.00,,
1888-03-12,,34,33,0.00,,
1888-03-13,,35,24,1.93,,
1888-03-14,,38,26,0.39,,
1888-03-15,,41,32,0.02,,
1888-03-16,,45,30,0.00,,
1888-03-17,,30,25,0.00,,
1888-03-18,,29,12,0.00,,
1888-03-19,,45,15,0.00,,
1888-03-20,,50,28,0.00,,
1888-03-21,,54,43,0.35,,
1888-03-22,,42,,0.77,,
1888-03-23,,,19,0.00,,
1888-03-24,,24,11,0.00,,
1888-03-25,,34,11,0.00,,
1888-03-26,,36,23,0.00,,
1888-03-27,,38,31,0.91,,
1888-03-28,,46,33,0.53,,
1888-03-29,,46,37,0.23,,
1888-03-30,,47,31,0.02,,
1888-03-31,,49,39,0.00,,
1888-04-01,,47,29,0.00,,
1888-04-02,,41,33,0.78,,
1888-04-03,,43,32,0.00,,
1888-04-04,,50,24,0.00,,
1888-04-05,,54,30,0.00,,
1888-04-06,,57,37,0.77,,
1888-04-07,,46,,0.00,,
1888-04-08,,,20,0.00,,
1888-04-09,,42,22,0.00,,
1888-04-10,,43,25,0.00,,
1888-04-11,,49,33,0.60,,
1888-04-12,,55,32,0.00,,
1888-04-13,,44,28,0.01,,
1888-04-14,,45,30,0.00,,
1888-04-15,,46,33,0.13,,
1888-04-16,,47,35,0.00,,
1888-04-17,,50,33,0.00,,
1888-04-18,,50,34,0.00,,
1888-04-19,,55,35,0.06,,
1888-04-20,,49,37,0.00,,
1888-04-21,,47,35,0.21,,
1888-04-22,,51,36,0.00,,
1888-04-23,,52,32,0.00,,
1888-04-24,,46,33,0.00,,
1888-04-25,,53,30,0.00,,
1888-04-26,,62,31,0.00,,
1888-04-27,,66,39,0.00,,
1888-04-28,,74,42,0.00,,
1888-04-29,,67,51,0.00,,
1888-04-30,,53,45,0.00,,
1888-05-01,,49,40,0.01,,
1888-05-02,,48,35,0.05,,
1888-05-03,,57,36,,,
1888-05-04,,49,42,,,
1888-05-05,,62,43,0.16,,
1888-05-06,,69,43,0.00,,
1888-05-07,,64,50,,,
1888-05-08,,70,41,,,
1888-05-09,,71,48,0.45,,
1888-05-10,,77,54,,,
1888-05-11,,57,46,0.13,,
1888-05-12,,60,45,1.49,,
1888-05-13,,59,48,1.05,,
1888-05-14,,54,45,0.02,,
1888-05-15,,54,40,0.23,,
1888-05-16,,60,39,,,
1888-05-17,,59,38,,,
1888-05-18,,63,41,0.00,,
1888-05-19,,58,47,0.28,,
1888-05-20,,65,41,0.00,,
1888-05-21,,64,43,,,
1888-05-22,,67,44,,,
1888-05-23,,73,44,,,
1888-05-24,,65,49,,,
1888-05-25,,62,52,,,
1888-05-26,,60,46,,,
1888-05-27,,61,52,0.00,,
1888-05-28,,66,50,0.01,,
1888-05-29,,74,51,0.68,,
1888-05-30,,77,58,0.08,,
1888-05-31,,73,61,0.02,,
1888-06-01,,73,58,0.05,,
1888-06-02,,72,47,,,
1888-06-03,,67,52,,,
1888-06-04,,72,49,,,
1888-06-05,,81,52,,,
1888-06-06,,85,57,,,
1888-06-07,,78,63,0.16,,
1888-06-08,,73,55,,,
1888-06-09,,81,50,,,
1888-06-10,,78,57,,,
1888-06-11,,77,63,,,
1888-06-12,,72,53,0.11,,
1888-06-13,,75,51,,,
1888-06-14,,66,52,0.13,,
1888-06-15,,77,57,1.09,,
1888-06-16,,81,58,0.00,,
1888-06-17,,79,62,,,
1888-06-18,,86,62,,,
1888-06-19,,75,63,,,
1888-06-20,,74,60,0.11,,
1888-06-21,,74,58,,,
1888-06-22,,85,58,,,
1888-06-23,,93,73,,,
1888-06-24,,73,71,0.35,,
1888-06-25,,77,68,0.02,,
1888-06-26,,77,62,,,
1888-06-27,,73,61,0.50,,
1888-06-28,,60,54,,,
1888-06-29,,72,52,0.02,,
1888-06-30,,76,53,,,
1888-07-01,,66,55,0.35,,
1888-07-02,,,53,0.01,,
1888-07-03,,77,,,,
1888-07-04,,82,51,,,
1888-07-05,,84,63,,,
1888-07-06,,79,66,0.01,,
1888-07-07,,85,63,,,
1888-07-08,,76,61,,,
1888-07-09,,74,60,,,
1888-07-10,,76,61,,,
1888-07-11,,83,57,,,
1888-07-12,,75,55,0.35,,
1888-07-13,,70,55,,,
1888-07-14,,79,57,,,
1888-07-15,,77,57,,,
1888-07-16,,72,53,,,
1888-07-17,,76,52,,,
1888-07-18,,71,53,,,
1888-07-19,,76,60,,,
1888-07-20,,80,66,0.12,,
1888-07-21,,79,65,0.30,,
1888-07-22,,74,66,,,
1888-07-23,,74,63,0.70,,
1888-07-24,,83,63,0.68,,
1888-07-25,,73,61,0.00,,
1888-07-26,,73,58,,,
1888-07-27,,64,63,0.04,,
1888-07-28,,65,54,0.02,,
1888-07-29,,72,,0.00,,
1888-07-30,,79,57,0.02,,
1888-07-31,,79,64,,,
1888-08-01,,76,63,0.32,,
1888-08-02,,82,58,,,
1888-08-03,,82,62,,,
1888-08-04,,,64,,,
1888-08-05,,85,,,,
1888-08-06,,66,63,0.04,,
1888-08-07,,68,59,1.02,,
1888-08-08,,76,60,,,
1888-08-09,,83,65,,,
1888-08-10,,77,61,,,
1888-08-11,,75,55,,,
1888-08-12,,72,,,,
1888-08-13,,72,59,1.68,,
1888-08-14,,72,56,0.38,,
1888-08-15,,79,56,,,
1888-08-16,,83,67,0.05,,
1888-08-17,,85,75,,,
1888-08-18,,,68,0.42,,
1888-08-19,,79,,,,
1888-08-20,,,62,3.25,,
1888-08-21,,,,,,
1888-08-22,,74,,,,
1888-08-23,,71,52,,,
1888-08-24,,79,56,,,
1888-08-25,,81,66,,,
1888-08-26,,82,63,,,
1888-08-27,,78,,,,
1888-08-28,,,52,,,
1888-08-29,,72,51,,,
1888-08-30,,78,55,,,
1888-08-31,,79,61,,,
1888-09-01,,75,67,0.11,,
1888-09-02,,73,65,0.00,,
1888-09-03,,69,54,,,
1888-09-04,,71,60,0.00,,
1888-09-05,,,58,0.00,,
1888-09-06,,57,42,,,
1888-09-07,,67,39,,,
1888-09-08,,73,48,,,
1888-09-09,,73,66,0.77,,
1888-09-10,,75,65,0.57,,
1888-09-11,,68,53,,,
1888-09-12,,66,57,,,
1888-09-13,,68,59,0.67,,
1888-09-14,,66,44,,,
1888-09-15,,65,47,,,
1888-09-16,,72,,,,
1888-09-17,,75,63,0.11,,
1888-09-18,,62,57,1.72,,
1888-09-19,,61,53,0.04,,
1888-09-20,,62,56,0.00,,
1888-09-21,,58,56,0.26,,
1888-09-22,,60,53,0.78,,
1888-09-23,,56,51,0.00,,
1888-09-24,,57,48,0.00,,
1888-09-25,,57,37,0.00,,
1888-09-26,,62,45,2.82,,
1888-09-27,,68,44,,,
1888-09-28,,60,53,,,
1888-09-29,,52,37,0.00,,
1888-09-30,,51,32,,,
1888-10-01,,56,32,,,
1888-10-02,,60,46,0.50,,
1888-10-03,,48,40,0.41,,
1888-10-04,,59,32,,,
1888-10-05,,63,43,,,
1888-10-06,,61,53,0.02,,
1888-10-07,,62,51,0.78,,
1888-10-08,,58,49,0.41,,
1888-10-09,,,40,,,
1888-10-10,,47,,,,
1888-10-11,,53,31,,,
1888-10-12,,51,39,,,
1888-10-13,,53,,0.26,,
1888-10-14,,,38,0.09,,
1888-10-15,,53,34,,,
1888-10-16,,55,35,,,
1888-10-17,,51,45,0.03,,
1888-10-18,,51,40,0.21,,
1888-10-19,,50,34,,,
1888-10-20,,54,44,0.46,,
1888-10-21,,47,36,,,
1888-10-22,,49,31,,,
1888-10-23,,54,34,,,
1888-10-24,,49,46,,,
1888-10-25,,51,38,0.96,,
1888-10-26,,50,33,,,
1888-10-27,,61,42,0.04,,
1888-10-28,,62,50,0.45,,
1888-10-29,,49,41,0.06,,
1888-10-30,,48,36,,,
1888-10-31,,58,33,,,
1888-11-01,,66,47,,,
1888-11-02,,66,50,,,
1888-11-03,,66,,,,
1888-11-04,,,41,0.06,,
1888-11-05,,66,40,,,
1888-11-06,,68,52,,,
1888-11-07,,56,53,,,
1888-11-08,,53,45,,,
1888-11-09,,63,43,,,
1888-11-10,,50,44,0.83,,
1888-11-11,,49,42,0.65,,
1888-11-12,,49,34,,,
1888-11-13,,54,25,,,
1888-11-14,,58,33,,,
1888-11-15,,53,42,,,
1888-11-16,,60,44,0.79,,
1888-11-17,,43,31,0.14,,
1888-11-18,,47,23,,,
1888-11-19,,53,29,0.00,,
1888-11-20,,37,,0.30,,
1888-11-21,,,13,,,
1888-11-22,,32,18,,,
1888-11-23,,31,10,,,
1888-11-24,,33,18,,,
1888-11-25,,41,28,,,
1888-11-26,,48,26,,,
1888-11-27,,47,40,,,
1888-11-28,,46,37,4.52,,
1888-11-29,,41,34,,,
1888-11-30,,43,36,0.16,,
1888-12-01,,42,36,0.00,,
1888-12-02,,42,24,0.00,,
1888-12-03,,39,26,0.00,,
1888-12-04,,38,32,0.00,,
1888-12-05,,40,27,0.01,,
1888-12-06,,38,33,0.01,,
1888-12-07,,40,21,0.00,,
1888-12-08,,43,30,0.00,,
1888-12-09,,38,35,0.00,,
1888-12-10,,41,31,0.53,,
1888-12-11,,41,33,0.00,,
1888-12-12,,32,,0.81,,
1888-12-13,,,16,0.00,,
1888-12-14,,20,4,0.00,,
1888-12-15,,42,8,0.00,,
1888-12-16,,53,19,0.00,,
1888-12-17,,57,,0.00,,
1888-12-18,,,,3.15,,
1888-12-19,,,20,0.00,,
1888-12-20,,27,13,0.00,,
1888-12-21,,30,14,0.00,,
1888-12-22,,31,4,0.00,,
1888-12-23,,40,8,0.00,,
1888-12-24,,50,26,0.00,,
1888-12-25,,55,36,0.00,,
1888-12-26,,55,37,0.00,,
1888-12-27,,55,39,0.00,,
1888-12-28,,38,33,0.27,,
1888-12-29,,38,28,0.00,,
1888-12-30,,45,26,0.00,,
1888-12-31,,46,35,0.00,,0.0
1889-01-01,,41,35,0.00,,
1889-01-02,,40,30,0.00,,
1889-01-03,,39,32,0.00,,
1889-01-04,,47,30,0.00,,
1889-01-05,,42,32,0.00,,
1889-01-06,,40,35,0.72,,
1889-01-07,,40,37,2.30,,
1889-01-08,,46,36,0.60,,
1889-01-09,,57,31,0.00,,
1889-01-10,,43,35,0.40,,
1889-01-11,,38,29,0.00,,
1889-01-12,,36,26,0.00,,
1889-01-13,,34,20,0.00,,
1889-01-14,,34,24,0.00,,
1889-01-15,,35,17,0.00,,
1889-01-16,,52,21,0.00,,
1889-01-17,,55,32,0.24,,
1889-01-18,,42,,0.17,,
1889-01-19,,,23,0.00,,
1889-01-20,,39,7,0.00,,
1889-01-21,,41,10,0.93,,
1889-01-22,,28,17,0.00,,
1889-01-23,,35,14,0.00,,
1889-01-24,,44,18,0.00,,
1889-01-25,,41,18,0.00,,
1889-01-26,,43,18,0.00,,
1889-01-27,,38,18,0.02,,
1889-01-28,,40,,0.65,,
1889-01-29,,,23,0.00,,
1889-01-30,,32,12,0.00,,
1889-01-31,,,8,0.00,,0.0
1889-02-01,,34,,0.00,0.0,
1889-02-02,,33,15,0.00,0.0,
1889-02-03,,40,20,0.00,0.0,
1889-02-04,,34,6,0.00,0.0,
1889-02-05,,43,10,0.00,0.0,
1889-02-06,,32,,0.44,4.4,
1889-02-07,,,7,0.00,0.0,
1889-02-08,,28,12,0.00,0.0,
1889-02-09,,32,20,0.11,0.0,
1889-02-10,,30,20,0.00,0.0,
1889-02-11,,31,10,0.00,0.0,
1889-02-12,,31,17,0.30,3.0,
1889-02-13,,18,9,0.02,0.2,
1889-02-14,,28,9,0.00,0.0,
1889-02-15,,32,14,0.00,0.0,
1889-02-16,,37,14,0.00,0.0,
1889-02-17,,45,19,0.11,0.0,
1889-02-18,,38,35,0.02,0.0,
1889-02-19,,34,,0.35,0.0,
1889-02-20,,,19,0.06,0.6,
1889-02-21,,32,15,0.00,0.0,
1889-02-22,,39,,0.00,0.0,
1889-02-23,,,2,0.00,0.0,
1889-02-24,,14,-4,0.00,0.0,
1889-02-25,,21,1,0.01,0.1,
1889-02-26,,28,8,0.00,0.0,
1889-02-27,,34,15,0.00,0.0,
1889-02-28,,35,24,0.02,0.0,
1889-03-01,,41,22,0.00,,
1889-03-02,,47,25,0.00,,
1889-03-03,,42,33,0.00,,
1889-03-04,,43,35,0.02,,
1889-03-05,,39,34,0.13,,
1889-03-06,,40,35,0.37,,
1889-03-07,,42,33,0.25,,
1889-03-08,,36,28,0.00,,
1889-03-09,,35,25,0.00,,
1889-03-10,,41,23,0.00,,
1889-03-11,,36,26,0.00,,
1889-03-12,,46,24,0.00,,
1889-03-13,,57,28,0.00,,
1889-03-14,,39,30,0.00,,
1889-03-15,,39,25,0.00,,
1889-03-16,,40,34,0.00,,
1889-03-17,,36,33,0.15,,
